global_update_round,loss,accuracy
0,0.7408589036261802,0.3908391385511997
1,0.5486130900479175,0.7757592314346856
2,0.5419438520220575,0.7757592314346856
3,0.6078474843935721,0.7757592314346856
4,0.6268036458540369,0.7757592314346856
5,0.6663509274757892,0.7757592314346856
6,0.6659559484269131,0.7757592314346856
7,0.6610811261571029,0.7757592314346856
8,0.6803978754675888,0.7757592314346856
9,0.6326530480251304,0.7757592314346856
10,0.6509877778801746,0.7757592314346856
11,0.661360425679447,0.7757592314346856
12,0.6698298061099723,0.7757592314346856
13,0.6523388037290566,0.7757592314346856
14,0.6401672505704952,0.7757592314346856
15,0.6455183281455813,0.7757592314346856
16,0.6117599663423753,0.7757592314346856
17,0.6235888244100202,0.7757592314346856
18,0.6314736456459177,0.7757592314346856
19,0.6315349017325925,0.7757592314346856
20,0.6337849441536657,0.7757592314346856
