global_update_round,loss,accuracy
0,4.141821893101872,0.006464757614573214
1,3.671170657140771,0.16683716891758293
2,3.1109428620562465,0.31281861712644965
3,2.6251402893509783,0.41179302459530787
4,2.3212783325632915,0.46498113012903725
5,2.1274286231461073,0.497236144184727
6,2.003762990561404,0.5237141407976067
7,1.9395840569090468,0.5427817370597389
8,1.881112274117189,0.5582644876765558
9,1.8211042394123442,0.570489069229645
10,1.808480993447814,0.5801518186429168
