global-update-round,test-loss,test-accuracy
0,2.3276856842041016,0.1062
1,2.294763046646118,0.1316
2,2.2660231327056883,0.1573
3,2.232878507232666,0.1958
4,2.2002583229064943,0.2507
5,2.169831661987305,0.3106
6,2.13847151260376,0.3742
7,2.110053901672363,0.407
8,2.0785121841430665,0.4414
9,2.0458514961242678,0.4788
10,2.0130631536483765,0.5054
11,1.9833051849365235,0.5262
12,1.9507199251174927,0.5473
13,1.9200962776184083,0.5645
14,1.8878016246795655,0.5793
15,1.852470669364929,0.5906
16,1.82206296043396,0.5997
17,1.7880699605941772,0.6153
18,1.7533873851776123,0.6246
19,1.7216277336120605,0.6329
20,1.691175419998169,0.6376
21,1.659337350654602,0.6441
22,1.6281916521072388,0.6507
23,1.6000112899780274,0.6506
24,1.569340107345581,0.6539
25,1.5398596534729003,0.6606
26,1.5082324377059937,0.6644
27,1.4791382600784302,0.6676
28,1.450815545272827,0.6716
29,1.424839955329895,0.6727
30,1.3993591449737548,0.6767
31,1.3751960237503051,0.6784
32,1.3517440662384033,0.6806
33,1.3273413318634033,0.6841
34,1.3018020669937134,0.6845
35,1.2785619625091553,0.688
36,1.2549381822586059,0.6917
37,1.2356202125549316,0.6924
38,1.2181500350952148,0.6936
39,1.1969818325042725,0.6949
40,1.1761395027160644,0.6969
41,1.1573013463974,0.6988
42,1.1391699458122253,0.6986
43,1.12195285987854,0.7018
44,1.104608421421051,0.7053
45,1.0892549987792968,0.7073
46,1.0743421283721923,0.7074
47,1.0607934080123902,0.7067
48,1.0444394395828247,0.7104
49,1.0320186732292176,0.7116
50,1.0160155679702758,0.7164
51,1.0049184849739075,0.7141
52,0.9945318049430847,0.7167
53,0.9825768379211426,0.7179
54,0.9708411071777344,0.7191
55,0.956219334602356,0.7251
56,0.9468643398284912,0.7246
57,0.9359555464744568,0.7249
58,0.9270621312141418,0.7262
59,0.9151430478096009,0.7262
60,0.9019128882408142,0.7318
61,0.8940197535514831,0.7318
62,0.8837703186035156,0.7345
63,0.8748436645507812,0.7347
64,0.8613699725151062,0.7406
65,0.8514157623291015,0.7442
66,0.8394499905586242,0.7503
67,0.831376507472992,0.7523
68,0.8207469201087951,0.757
69,0.8121209522247315,0.7564
70,0.8026566686630249,0.7579
71,0.7943491302490234,0.7594
72,0.7870946001052856,0.7607
73,0.7792781163215637,0.7625
74,0.7713792875289917,0.7654
75,0.7646197006225586,0.7661
76,0.7570284973144531,0.7687
77,0.749942333984375,0.7702
78,0.7450519824028015,0.7709
79,0.7368052234649658,0.7743
80,0.7313162069320679,0.7752
81,0.7257629404067993,0.7768
82,0.7211596192359925,0.7766
83,0.7154261567115784,0.7778
84,0.7098928604125977,0.7794
85,0.7071740226745605,0.7785
86,0.699715769290924,0.7806
87,0.6956214456558227,0.7822
88,0.6906757557868958,0.7839
89,0.6866380491256714,0.7846
90,0.6810367015838623,0.7849
91,0.6748081218719483,0.7874
92,0.6702717561721802,0.7897
93,0.666278303527832,0.7913
94,0.6610772391319275,0.7932
95,0.6568860273361206,0.7938
96,0.6519021683692933,0.7944
97,0.647583712720871,0.7957
98,0.6452172625541687,0.7951
99,0.640955110692978,0.7971
100,0.6369006784439087,0.7992
101,0.6326127643108368,0.8006
102,0.6280542325019837,0.8018
103,0.6253090224266052,0.8022
104,0.6227148802280426,0.8031
105,0.6174770181179047,0.8059
106,0.6151457212924957,0.8062
107,0.6095585822582245,0.8077
108,0.6056598510742187,0.809
109,0.6035963606357575,0.8084
110,0.6004821172714233,0.8098
111,0.5973868621826172,0.8115
112,0.5940525857925415,0.8115
113,0.5897525360584259,0.8138
114,0.5859641341209412,0.8141
115,0.5828062583446503,0.8162
116,0.582541374874115,0.8147
117,0.5790344594955444,0.8167
118,0.5768621664047241,0.817
119,0.5738613993644714,0.819
120,0.5724282421588898,0.8192
121,0.5697974495410919,0.8196
122,0.5662864303588867,0.8214
123,0.5625400032520295,0.8237
124,0.5609924629211426,0.8234
125,0.5587223015785218,0.8236
126,0.5557892217636108,0.8239
127,0.553011907863617,0.8257
128,0.5508083680152893,0.8262
129,0.5485044915676117,0.8275
130,0.5453790472984315,0.8291
131,0.5420982731819153,0.8293
132,0.541830428314209,0.83
133,0.5398292947769165,0.8301
134,0.5377162994384765,0.8309
135,0.534627179145813,0.8326
136,0.5326592239379883,0.8329
137,0.5318598270416259,0.833
138,0.5306095769882202,0.8329
139,0.5272985427379608,0.8342
140,0.5245305892944336,0.8358
141,0.5219542757987976,0.8361
142,0.5209554168701171,0.8375
143,0.5196844922542572,0.8379
144,0.5188589994907379,0.8374
145,0.5163620035648346,0.8386
146,0.5162465309143066,0.8387
147,0.5133318167209625,0.8395
148,0.5124184792041778,0.8396
149,0.5119249650478364,0.8404
150,0.5104525146961212,0.8416
151,0.508150497341156,0.8428
152,0.5057994656562805,0.8436
153,0.5057827762603759,0.8427
154,0.505506901550293,0.843
155,0.5047510533332825,0.8445
156,0.5027937656879425,0.8448
157,0.499513612651825,0.8471
158,0.4974799566745758,0.8483
159,0.49599433703422546,0.8492
160,0.49419539523124695,0.8499
161,0.49316175146102903,0.8493
162,0.4910085205078125,0.8499
163,0.4894666573047638,0.8506
164,0.4878956380844116,0.8508
165,0.4869117842197418,0.8509
166,0.4855389369010925,0.8508
167,0.4856358802318573,0.85
168,0.4849011972904205,0.85
169,0.484364559173584,0.8504
170,0.48243519501686094,0.8509
171,0.4813048129558563,0.8523
172,0.4805609797000885,0.8523
173,0.47898437547683714,0.8534
174,0.47871141996383665,0.8531
175,0.4753944774627685,0.8544
176,0.47460237436294556,0.8539
177,0.4744441294670105,0.8543
178,0.4732995339870453,0.8555
179,0.4727017258167267,0.8557
180,0.4714945788383484,0.8555
181,0.4691024032592773,0.8562
182,0.4690382074832916,0.8564
183,0.4682122859954834,0.8565
184,0.4675545020103455,0.8561
185,0.4660572759628296,0.8564
186,0.46816811151504517,0.8561
187,0.4669575207710266,0.8558
188,0.4653644348144531,0.8558
189,0.46523862462043764,0.8562
190,0.46494443078041076,0.856
191,0.4648968764305115,0.8565
192,0.4653315620422363,0.8565
193,0.4635930895805359,0.8572
194,0.4616435875415802,0.8578
195,0.460329563999176,0.8585
196,0.46019289703369143,0.8583
197,0.4602103754997253,0.8578
