global-update-round,test-loss,test-accuracy,train-loss,train-accuracy
0,0.7382345397154425,0.36183581477940174,0.7357913216875759,0.3817188652151977
1,0.5847877949165504,0.7757592314346856,0.5791363298173564,0.7819303760624055
2,0.5552792563245406,0.7757592314346856,0.5480447932126502,0.7819691853921683
3,0.5467725489866113,0.7757592314346856,0.5376192913458104,0.7819691853921683
4,0.5467725489866113,0.7757592314346856,0.5376192913458104,0.7819691853921683
5,0.5376598145560869,0.7757592314346856,0.5275647133356313,0.7819691853921683
6,0.5276039061702428,0.7757592314346856,0.5171101006130245,0.7819691853921683
7,0.518754493493838,0.7757592314346856,0.5077809762005367,0.7819691853921683
8,0.5110324217322983,0.7757592314346856,0.49963833670235486,0.7819691853921683
9,0.5008769371207444,0.7757592314346856,0.4891441613973568,0.7819691853921683
10,0.4881763176009862,0.7757592314346856,0.47612220484020407,0.7819691853921683
11,0.48360084346456345,0.7758502936757273,0.47126464439029675,0.7820176970543719
12,0.47829555050681827,0.7764421982424987,0.46559039193740864,0.7827356696549851
13,0.47105960544599557,0.7784000364248964,0.4583876620012783,0.7851127411029611
14,0.4621472161785477,0.7830897418385466,0.44920731405303777,0.789740753677184
15,0.45576296945589356,0.7894185675909484,0.44244125191757416,0.7951158458493421
16,0.4528276253467385,0.7922870281837636,0.4395045893509757,0.7984049365467458
17,0.44875974491885173,0.7957018622228293,0.43523852325371276,0.8029068187992393
18,0.44528911372424745,0.7997996630697082,0.4317319275554042,0.8062541234912873
19,0.4439117980666626,0.8025770614214816,0.43021291679889456,0.8082722086389568
20,0.44114442341250487,0.8062650821836725,0.4270088882539188,0.8109888617223581
21,0.4372609851953355,0.8098165095843008,0.4228553293992769,0.8146369387200683
22,0.43480831991750696,0.8125483768155535,0.42005766746319323,0.8170916288275701
23,0.434409694040277,0.813823248190138,0.4193879782276825,0.8183723367097451
24,0.43137169869953573,0.816372990939307,0.41590434275808974,0.8208852408118912
25,0.4302906925569807,0.8180121112780585,0.4144617447745015,0.8227092793107463
26,0.4293304355516952,0.8196512316168101,0.4129825624733702,0.8249505181045523
27,0.4302032186767581,0.8201976050630606,0.4136393716475755,0.8256975977024876
28,0.42936424691673947,0.8221099121249374,0.41207502927672635,0.8275798501959871
29,0.42936424691673947,0.8221099121249374,0.41207502927672635,0.8275798501959871
30,0.4299906980457817,0.8230660656558758,0.412285373654073,0.8286762137617883
31,0.4298471937043655,0.8234303146200428,0.4119999110004735,0.8294426980246051
32,0.4314034689331958,0.8236579702226472,0.4132818195783954,0.8297337679978267
33,0.43324272581469636,0.8236579702226472,0.41479052818200407,0.8300539449683704
34,0.4335937491315628,0.8238856258252516,0.415200429431689,0.8306166802499321
35,0.4334654443517917,0.8236579702226472,0.41491111911980466,0.831276438855901
