global-update-round,test-loss,test-accuracy
0,4.1176464854453965,0.016935601729666534
1,3.7598322249056944,0.11888448544140023
2,3.4980135536654604,0.21241714880118293
3,3.341308299390994,0.2717863191286332
4,3.1845235734319455,0.3072995022480507
5,3.015812990726371,0.3362963472400127
6,2.84703413693251,0.3712937252306079
7,2.6967634564063063,0.3948230358570532
8,2.5692443852903293,0.4121197011768954
9,2.4633856155102856,0.4288059970942978
10,2.3789519460874584,0.44160656104123863
11,2.310491963271896,0.4545016892617969
12,2.2457254348678406,0.46678644807991543
13,2.203165447472241,0.47472125031163226
14,2.1531069721374645,0.4846848860500503
15,2.1232191533306053,0.4918631740928277
16,2.084340289668739,0.5004599262398666
17,2.055656665352626,0.507406101974674
18,2.0402900140467066,0.512512572750015
19,1.9976396966084855,0.523103771395167
20,1.9917572950997706,0.5269981001177755
21,1.9670223358963128,0.5329384558513793
22,1.9507396150961218,0.5399104218426278
23,1.9359774386666648,0.5457648100547613
24,1.9209871451575116,0.5502007341626334
25,1.903376519197849,0.5558488003232379
26,1.8931059458529536,0.5600096283624046
27,1.8862300580378575,0.5635514902469847
28,1.8821314474444777,0.5662336769168608
29,1.8729993766850976,0.5689760408517662
30,1.841214905076367,0.576016780860191
31,1.8513683707602397,0.57622310291172
32,1.8455840197904287,0.5808911393275621
33,1.8371978508170004,0.5832982299287329
34,1.8365320222888932,0.5834529714673796
35,1.8206822734160586,0.5884304909605151
36,1.8373183893870257,0.5876567832672817
37,1.8107711529508956,0.5927890442990638
38,1.8086555558154123,0.5936917032745029
39,1.791292505325033,0.5968467113124661
40,1.8010573772434584,0.5973453229369944
41,1.8065075176677108,0.6000962836240469
42,1.783570811405459,0.6029504053368637
43,1.781069833136621,0.6035693714914505
44,1.7939755371620554,0.6038702578165969
45,1.7626549516039374,0.6059678653404744
46,1.7696432780005285,0.6068533308116194
47,1.7803996479902842,0.6081256501293811
48,1.7623626544227284,0.6106444985084635
49,1.7660686331278261,0.6122005106470776
50,1.7621465619871333,0.6125959612458414
51,1.74705483766402,0.6151835836421
52,1.7521724282312237,0.6165418704813321
53,1.750316952502659,0.616524676977038
54,1.7653509417960254,0.6188372033045916
55,1.731204584944063,0.6210895523671157
56,1.7532848839799877,0.6203760219389115
57,1.73683819458819,0.6219406308296725
58,1.7331042802427192,0.6236255942504921
59,1.7220927206711558,0.6246572045081368
60,1.7094688272217533,0.6261702328860157
61,1.7124380231048124,0.626247603655339
62,1.7181455337811558,0.6274167619473363
63,1.724888343122689,0.6287492585301273
64,1.7176544489059171,0.6290845318638618
65,1.7122611866695991,0.6292134831460674
66,1.7058892844985314,0.6316205737472383
67,1.6939045273544289,0.6313024939177978
68,1.7094738338172,0.6330648281079408
69,1.6995253700293143,0.6337525682797039
70,1.6951804735581786,0.6338815195619095
71,1.7030679224245038,0.6349647103324364
72,1.6913771722099542,0.6372600431556957
73,1.6966956997904004,0.636649673753256
74,1.6891666836478407,0.6371912691385194
75,1.704590588961013,0.6379219930710178
76,1.6883507022497095,0.6394608117053378
77,1.6866136131484368,0.6402087291421301
78,1.6905405580032606,0.6409394530746284
79,1.6912748526784072,0.6423235301703016
80,1.6785540737955782,0.6429768833334766
81,1.6993939783482905,0.642856528803418
82,1.6817750594401606,0.6438537520524745
83,1.6760140735443918,0.6443093799162677
84,1.6818247254389196,0.6448509753015311
85,1.676509789195758,0.645495731712559
86,1.6791669701730143,0.6465015517137626
87,1.6777382546621933,0.6475675489799954
88,1.671820363348026,0.6480833541088177
89,1.6688062425613748,0.6477480807750832
90,1.6788760209566653,0.6497941077860784
91,1.6610689898531628,0.6506967667615176
92,1.6582632610757566,0.6508171212915761
93,1.6654219225612794,0.6518659250535148
94,1.6551937791519307,0.6522097951393964
95,1.644264466949694,0.652785777533248
96,1.6511306836809767,0.6539291455688041
97,1.6534302870709918,0.6538603715516278
98,1.6385491954404396,0.6545910954841261
99,1.64737142074875,0.6558806083061819
100,1.6404330944562602,0.6562072848877694
101,1.665575372016054,0.6556313024939178
102,1.6561027244761422,0.6562416718963575
103,1.6602279757401501,0.6570583633503263
104,1.6433903630278306,0.6587863105318811
105,1.637910995731977,0.6585627949760581
106,1.6573278638432207,0.6581501508730002
107,1.6577181942480979,0.6582962956594999
108,1.644758695786375,0.65922474489138
109,1.6472262541418883,0.6600586298496428
110,1.6520244278679899,0.6601531941232602
111,1.6582114662212453,0.6610214660901111
112,1.6552178033855118,0.6609612888250819
113,1.67678345452753,0.6617951737833446
114,1.6302568924906338,0.6638841845550751
115,1.6525873983869563,0.6624915107072548
116,1.640723606266145,0.6643741994274563
117,1.6497996621070286,0.6637294430164284
118,1.6610318582485484,0.6633683794262527
119,1.6373352431585257,0.6639959423329866
120,1.6243224064907384,0.6655949382323358
121,1.633302894364629,0.6654401966936891
122,1.6283997989025323,0.6666093549856864
123,1.6310501412143519,0.6667640965243331
124,1.6447235641570659,0.6659989855832467
125,1.6302096322602215,0.6667039192593038
