global-update-round,test-loss,test-accuracy
0,2.3211593685150147,0.103
1,2.188223801422119,0.1864
2,2.015867699241638,0.3711
3,1.8632575969696046,0.4874
4,1.720458741760254,0.5428
5,1.5776800086975098,0.568
6,1.4567153774261474,0.6109
7,1.3400955293655397,0.6348
8,1.2160699211120605,0.6657
9,1.1258360321044922,0.683
10,1.0575283118247987,0.7069
11,1.0217577451705933,0.6866
12,0.9710210701942444,0.7072
13,0.9460718516349792,0.7214
14,0.9016666903495788,0.7374
15,0.8976854600906372,0.7265
16,0.857738018989563,0.7397
17,0.8454496183395386,0.7395
18,0.8082467577934265,0.7529
19,0.7976818341255189,0.755
20,0.796791123008728,0.7504
21,0.8116281753063201,0.7338
22,0.7912408592224122,0.7507
23,0.7659959599494934,0.7504
24,0.7445989668369293,0.7685
25,0.7346527220726013,0.7647
26,0.7007744541168213,0.7817
27,0.713690010023117,0.7715
28,0.7187452065467834,0.7664
29,0.7158886069297791,0.7699
30,0.7006679607391357,0.7763
31,0.6618727687358856,0.7932
32,0.666736295080185,0.7864
33,0.6785760561943054,0.7819
34,0.6717287775993347,0.7828
35,0.6618659666538238,0.7854
36,0.6688481177806854,0.7788
37,0.6775544700145721,0.7757
38,0.6732417183876037,0.774
39,0.6645820182323455,0.7801
40,0.6479796594619751,0.7875
41,0.6227813774347305,0.8
42,0.627695345711708,0.795
43,0.6270557844161987,0.7966
44,0.6095120661735535,0.8047
45,0.6321360726356506,0.7944
46,0.6192151891708374,0.8024
47,0.6379364271163941,0.798
48,0.6314467680454254,0.7988
49,0.634868496799469,0.7965
50,0.6294837584495544,0.7983
51,0.6322228416919708,0.7984
52,0.6333178355693817,0.7974
53,0.6307992413520813,0.7959
54,0.6288630350112915,0.8013
55,0.6543885715961456,0.7901
56,0.6441545176029205,0.7965
57,0.636416826248169,0.7998
58,0.6214669432163239,0.8067
59,0.6346709332942962,0.8072
60,0.6451231997966766,0.8027
61,0.6414720536231995,0.807
62,0.6469585494995117,0.8087
63,0.6328314339637756,0.8124
64,0.6132592497348786,0.8105
65,0.6182389825344086,0.8101
66,0.6302765461444855,0.8079
67,0.6219379534244537,0.8081
68,0.6159109711647034,0.8101
69,0.6095006916522979,0.8129
70,0.6049814669609069,0.8163
71,0.6198109107017518,0.8116
72,0.6228933892250061,0.8134
73,0.6162560609817505,0.8198
74,0.641067647266388,0.8107
75,0.6215206125259399,0.8146
76,0.63552041721344,0.8125
77,0.6323770161628723,0.8112
78,0.6358593238830567,0.8084
79,0.6473928321838379,0.8079
80,0.6477232106208801,0.8107
81,0.6523224933624268,0.8073
82,0.6653519305229187,0.8063
83,0.6522165435791015,0.8116
84,0.6608868337631225,0.8098
85,0.6603402027130127,0.8088
86,0.6660436737060547,0.8093
87,0.6904335384368896,0.8059
88,0.6957639188766479,0.8038
89,0.6830790425300598,0.8081
90,0.6940716390609741,0.8069
91,0.715484965801239,0.7989
92,0.7084901022911072,0.8063
93,0.7248341896057129,0.8034
94,0.7191334983825683,0.8079
95,0.7194881356239319,0.8085
96,0.7204047622680664,0.8048
97,0.7254157114028931,0.8045
98,0.7276852731704712,0.8055
99,0.7243397664546967,0.8059
100,0.7278793870925904,0.8072
101,0.7944869391441345,0.7919
102,0.7661666222572326,0.7964
103,0.7641462436676025,0.7969
104,0.7407376063346863,0.8014
105,0.7500082496643067,0.7999
106,0.7995365533828735,0.7879
107,0.7634295754432678,0.7993
108,0.7383505352020263,0.7975
109,0.7457428727149963,0.8007
110,0.7733204316139222,0.799
111,0.7692358983516693,0.7983
112,0.7749922626018524,0.7936
113,0.7937289743900299,0.7954
114,0.7675382856845856,0.799
115,0.7748227541923522,0.7992
116,0.7973049503564834,0.7964
117,0.7762215445041657,0.7999
118,0.7985570502758026,0.8002
119,0.8029760028362274,0.7968
120,0.7956465584278106,0.8018
121,0.7863643129825592,0.7994
122,0.8061874429225921,0.7934
123,0.7867592109680176,0.7985
124,0.8318030227661133,0.789
125,0.8186808638095856,0.7963
126,0.8300977241992951,0.7935
127,0.821274842453003,0.792
128,0.8216143509864807,0.7912
129,0.8306110627174378,0.7899
130,0.8530508836746216,0.7869
131,0.8587276880741119,0.7884
132,0.8841332780838013,0.7844
133,0.8986937333583832,0.7837
134,0.8576762460708618,0.7921
135,0.8487164060115814,0.7884
136,0.8600518818378449,0.7887
137,0.8730280516147614,0.7881
138,0.8739237381458282,0.79
139,0.8818202767848968,0.7884
140,0.8614705012321472,0.7945
141,0.8373670373916626,0.7981
142,0.8386766393184661,0.7972
143,0.8433384474754333,0.7973
144,0.8408151874542237,0.7941
145,0.846528386259079,0.7964
146,0.8610231781005859,0.7929
147,0.856603772354126,0.791
148,0.8680024051189422,0.7914
149,0.8995305817127228,0.7864
150,0.8971330759525299,0.789
151,0.9324562454223633,0.7783
152,0.9059859847545624,0.7841
153,0.8992284062385559,0.7857
154,0.8981151684761047,0.7845
155,0.9167101863384247,0.7822
156,0.8941471281051636,0.7861
157,0.8721704950332642,0.7909
158,0.8857739810943603,0.79
159,0.86148616771698,0.7933
160,0.8499400460720062,0.7941
161,0.8795061946868896,0.7895
162,0.8977606214046479,0.7862
163,0.9284716820716858,0.7828
164,0.9532164775371551,0.7777
165,0.9371450506210327,0.7786
166,0.9331360824108124,0.7814
167,0.951796334028244,0.7771
168,0.9505597890853882,0.7757
169,0.9670700523376465,0.775
170,0.9777466313362122,0.7726
171,0.9900152474403381,0.7703
172,0.9884023910522461,0.7713
173,0.9783642153739929,0.7758
174,0.9742987683296204,0.7774
175,0.9762759877204895,0.7807
176,0.979281028842926,0.7785
177,0.9725010789871216,0.7793
178,0.9646813603401184,0.7813
179,0.9955064828872681,0.7756
180,0.9599756392478943,0.7862
181,0.981249245262146,0.7758
182,0.9867640901565552,0.7754
183,0.9869026290893554,0.7767
184,1.0032643854141234,0.7755
185,1.0032443199157715,0.7715
186,0.9998861679077149,0.7724
187,1.0063961323738098,0.7704
188,1.0020732091903686,0.7735
189,1.0088449800491333,0.7733
190,1.0494746236801147,0.7708
191,1.050122607421875,0.7673
192,1.0404533042907715,0.7713
193,1.0316348841667176,0.774
194,1.0217904914855958,0.7787
195,1.0486161900520325,0.7739
196,1.041899579524994,0.7754
197,1.046762022781372,0.7747
198,1.0626274209022522,0.7714
199,1.0573280652999877,0.7715
200,1.077607610797882,0.7718
