global-update-round,test-loss,test-accuracy
0,0.6593840182687841,0.6594272185038473
1,0.5146473385795611,0.7823157127896918
2,0.4798212861209295,0.7793106588353139
3,0.45804739239404413,0.7880071028548012
4,0.4437608778360019,0.7959750489459546
5,0.43421711518085704,0.8021672813367937
6,0.42873544570977734,0.8071301734735692
7,0.4234150051229319,0.8090880116559669
8,0.4194556829713654,0.8144606838774302
9,0.41726555991671055,0.8162819286982652
10,0.4156633236475212,0.8175568000728498
11,0.41564377145689485,0.8201065428220189
12,0.4121646709587168,0.8179210490370168
13,0.4130160102849449,0.8192414515321222
14,0.4118017773427843,0.8184218913627465
15,0.4099074713558424,0.8205163229067067
16,0.4092219029924059,0.8220188498838956
17,0.40839570930886343,0.8238400947047306
18,0.4074050346174424,0.8250694349587944
19,0.407234286119968,0.8242954059099394
20,0.40515994426413093,0.8246141237535856
21,0.404900454879974,0.8250694349587944
22,0.40318201572057116,0.8261621818512953
23,0.40215505344568203,0.8269817420206711
24,0.4017845778736006,0.8266174930565041
25,0.40375191552149536,0.8259800573692119
26,0.40568664502409296,0.8262077129718163
27,0.4029851271763898,0.8262077129718163
28,0.40474544044553334,0.8266174930565041
29,0.40203246847558355,0.8273004598643172
30,0.4021815963169864,0.8272549287437964
31,0.4039421939558927,0.827391522105359
32,0.4062310072783319,0.8262532440923371
33,0.4077171868370003,0.8269817420206711
34,0.404438598567506,0.8278013021900469
35,0.40115854478851776,0.8287119246004644
36,0.402557422135288,0.8290761735646315
37,0.40182525412619385,0.8288485179620271
38,0.4057703284798698,0.8266174930565041
39,0.40299678505571557,0.8292127669261941
40,0.402480529033437,0.8276191777079633
41,0.39894602706142174,0.8293493602877566
42,0.3992715265746217,0.8303055138186951
43,0.39951768412331884,0.8305331694212995
44,0.4008641667863859,0.8298502026134863
45,0.40040729443503603,0.8315803851932796
46,0.39826330916942243,0.8319901652779675
47,0.3963921795786716,0.8318535719164049
48,0.39456558092931293,0.8320356963984884
49,0.39676229922176465,0.8312161362291126
50,0.39503437896431165,0.8309884806265082
51,0.39546880924825983,0.830715293903383
52,0.39835834466265246,0.8282566133952557
