global-update-round,test-loss,test-accuracy,train-loss,train-accuracy
0,2.346505126953125,0.1012,2.3371176628112793,0.09968333333333333
1,1.193115842628479,0.7679,1.2132790866851806,0.7661333333333333
2,0.4644211898326874,0.863,0.48105521165529885,0.8534
3,0.48546251077651975,0.8498,0.5178802365620931,0.83815
4,0.39637712993621826,0.8807,0.4187512719790141,0.87175
5,0.3283202500343323,0.9014,0.34470984438260394,0.8958333333333334
6,0.3036717816352844,0.9092,0.31850368169148763,0.9039
7,0.2658608421087265,0.9213,0.2763795166015625,0.9163333333333333
8,0.23856848952770232,0.9285,0.2509468738079071,0.9240666666666667
9,0.2243786996245384,0.9318,0.2351128002723058,0.9291833333333334
10,0.21158844653367997,0.9354,0.2215156920671463,0.9336166666666667
11,0.20126351931095124,0.9384,0.20973220505317053,0.937
12,0.18855611304044723,0.9432,0.19517063392003378,0.9417166666666666
13,0.18211271150112152,0.9442,0.18654301493962605,0.9447
14,0.17057445406913757,0.9477,0.1741335018714269,0.9482
15,0.16574559092521668,0.949,0.16920027085940043,0.9502333333333334
16,0.15755054976642133,0.9519,0.16134704707463582,0.9525666666666667
17,0.15528692931234836,0.9537,0.15694011267026264,0.95395
18,0.14668862102925778,0.956,0.14929911229610443,0.9564333333333334
19,0.1457920528650284,0.957,0.14601440009673436,0.9576
20,0.14029721916019916,0.9586,0.14085080458720525,0.9594333333333334
21,0.13801934438943864,0.9605,0.13800576952695848,0.9606666666666667
22,0.13526960340440272,0.9608,0.13410508747498195,0.96195
23,0.13257409510165452,0.9637,0.1301062764098247,0.9633333333333334
24,0.12904116041883826,0.9637,0.12690132081508637,0.9645666666666667
25,0.12997664366662504,0.9643,0.12544873835245768,0.96525
26,0.12693016674518584,0.9644,0.12120506924589475,0.96695
27,0.12712152964919807,0.9658,0.11936664538780849,0.9676666666666667
28,0.1277854956664145,0.9651,0.1199391903012991,0.9673833333333334
29,0.12568330865055322,0.9661,0.11571031233370305,0.9690666666666666
30,0.12644136175587772,0.966,0.11390733270347118,0.9696333333333333
31,0.1264451743017882,0.967,0.11361378967861334,0.9696833333333333
32,0.12454825844541192,0.9668,0.111447341538469,0.9706166666666667
33,0.12518197646439075,0.9672,0.11067162180642287,0.97105
34,0.12514993543494493,0.968,0.10782772632936637,0.9722333333333333
35,0.1267716313082725,0.9676,0.10825634930928549,0.9722833333333334
36,0.12693978063613176,0.9683,0.10708265709131956,0.97265
37,0.12547974076671525,0.9693,0.10585022916346788,0.9732
38,0.1282153204644099,0.9679,0.10684604913343985,0.9733166666666667
39,0.1243228694755584,0.9685,0.10383645891497532,0.97365
40,0.1288719308692962,0.9688,0.10432261176854372,0.9742333333333333
41,0.12523088152259587,0.9696,0.10222958760410547,0.9743833333333334
42,0.12906644459306263,0.9701,0.10208729804605246,0.9752166666666666
43,0.1300066711029969,0.9683,0.10279511775771777,0.9743833333333334
44,0.13113329076902008,0.9689,0.10162764563038945,0.9753166666666667
45,0.1323633260142058,0.9691,0.10227721643298865,0.9754333333333334
