global-update-round,test-loss,test-accuracy,train-loss,train-accuracy
0,0.8297945594101532,0.25888995128170106,0.8268936240650395,0.24548841541506577
1,0.4085721888839832,0.828120020033693,0.39147233730187475,0.8353417161485621
2,0.39908101761356835,0.8309884806265082,0.38678634065398654,0.8364768890441262
3,0.39089137209637953,0.8352228748349497,0.37765012752210814,0.8399212170605813
4,0.39184843614030523,0.8334016300141146,0.38128693183041074,0.8400085380525478
5,0.3864104746361006,0.835860310522242,0.3733414631381312,0.841832576551403
6,0.386338038809914,0.8339024723398443,0.3755150880636684,0.8397756820739706
7,0.38367078843047503,0.836224559486409,0.3712540760363948,0.8420266232002174
8,0.38315258582791295,0.8358147794017211,0.3701902690563712,0.8413668645942485
9,0.3809070102570243,0.8364977462095342,0.36847906722758567,0.8428513214576784
10,0.3807579368232123,0.8374083686199517,0.3683927427437621,0.8424632281600497
11,0.38231225520248907,0.8348130947502618,0.3685950495456795,0.8413183529320448
12,0.38302795045586313,0.8340845968219278,0.37020145839134216,0.8393099701168161
13,0.37900337545249607,0.836953057414743,0.36714536014765187,0.8422885861761168
14,0.3834575560500766,0.832536538724218,0.36988409346139217,0.8389509838165095
15,0.3838470676137098,0.8360879661248464,0.3695003239328566,0.8418810882136065
16,0.37911373636563317,0.8373628374994309,0.3664699543127105,0.8429192377847634
17,0.37870707295009665,0.8359513727632837,0.3659726202490259,0.8419975162028952
18,0.3798461786054856,0.8363611528479716,0.365750003565166,0.8427348934683898
19,0.3780589360973252,0.8384555843919319,0.36549666338760445,0.8429968564442892
20,0.3773992365025239,0.8367709329326595,0.3650113535287305,0.8425505491520161
21,0.37870382189028784,0.8342667213040112,0.3658731733563199,0.8412892459347228
22,0.37702766439820584,0.8374083686199517,0.3647478807466144,0.8430356657740521
23,0.37918174600620735,0.8374083686199517,0.36524672774398415,0.8433170334148329
24,0.37735810649149115,0.8358147794017211,0.3646264407254165,0.8424244188302868
25,0.3755088675539388,0.8382734599098484,0.36407738480582924,0.8431326890984593
26,0.3762560076158413,0.8384555843919319,0.3642830925029986,0.8431714984282221
27,0.3772644862252409,0.8370896507763056,0.36378631385643034,0.8439379826910389
28,0.37653487789138596,0.8370896507763056,0.362913316660138,0.8437827453719874
29,0.37838246191328995,0.8356326549196376,0.3648548167696672,0.8415803159079442
30,0.37669623962480153,0.837681555343077,0.3641031511116672,0.8435886987231731
31,0.3783074647184116,0.8348586258707826,0.3647243361231214,0.841764660224318
32,0.37609442106574437,0.8370896507763056,0.3629113962348933,0.8435401870609694
33,0.3770552864764246,0.8368619951737012,0.3634634093933492,0.8434625684014437
34,0.37596997781371516,0.8384555843919319,0.36293984833523146,0.8435304847285288
35,0.37520240870014065,0.8373628374994309,0.36357542993525765,0.8427542981332712
36,0.37391451489256144,0.8379092109456814,0.36128739822672834,0.84462684829433
37,0.3748762375593175,0.838774302235578,0.36195769484691653,0.8443357783211084
38,0.3751872268111926,0.8377726175841187,0.3621059140110893,0.8442290526642605
39,0.37460852744002565,0.8388198333560989,0.36205219917591236,0.8439476850234796
40,0.3747250395590168,0.8381823976688066,0.36217828013591874,0.8442678619940234
41,0.3765968411681876,0.8359058416427628,0.3635387749848111,0.8420460278650987
42,0.3791147717164687,0.8335837544961981,0.3660698419664303,0.8398144914037334
43,0.3766333051746738,0.8397304557665164,0.3633776404191707,0.8438603640315132
44,0.37423913658943486,0.8387287711150572,0.3614013064780631,0.8445492296348042
45,0.37604051176242337,0.838410053271411,0.3628223188015868,0.8436566150502581
46,0.37485266433074566,0.838774302235578,0.3626435879163527,0.8439185780261574
47,0.3757845223104672,0.836224559486409,0.36295218149321307,0.8427348934683898
48,0.3789222256622641,0.835450530437554,0.3657346957729291,0.840105561376955
49,0.37669665265353613,0.835860310522242,0.3627176722045753,0.8427251911359491
50,0.37506275865672656,0.8386377088740153,0.36217123342901103,0.8449082159351108
51,0.37374092558501376,0.8387287711150572,0.36205546076465145,0.8436372103853766
52,0.37680062788277385,0.8370441196557847,0.36347471663295566,0.8434140567392401
53,0.3763533029346547,0.836953057414743,0.3621324597297191,0.8435013777312066
54,0.37519537446733675,0.8365432773300551,0.3623178599344984,0.8429192377847634
55,0.3777846759858149,0.835086281473387,0.36379343660569796,0.8416870415647921
56,0.3776004073756947,0.8363156217274507,0.3644903369669208,0.841590018240385
57,0.37558140826562886,0.8375904931020353,0.3623824147152976,0.8432685217526293
58,0.3741947410808248,0.836907526294222,0.3611682943550714,0.8437827453719874
59,0.37377578124579675,0.8392751445613077,0.36149870905197184,0.8448694066053479
60,0.3800069163450587,0.8347220325092201,0.3650422344865365,0.8412989482671634
61,0.37492028907995073,0.8367254018121386,0.3619065063562392,0.8427348934683898
62,0.3761055950301487,0.8371807130173473,0.3621144104268538,0.843520782396088
63,0.3740650318644061,0.8390474889587033,0.36232018158017315,0.8463829704661
64,0.3773322398722381,0.8377726175841187,0.36488458714885075,0.8438215547017504
65,0.3750162386250497,0.8374083686199517,0.3623249834124292,0.8446171459618892
66,0.3763935747126198,0.8386377088740153,0.36569718172170185,0.8435498893934101
67,0.37606628880237875,0.8381823976688066,0.36343843156117134,0.8439670896883611
68,0.37883690518064533,0.8351318125939079,0.3658208588243257,0.8406779989909574
69,0.3754118816375906,0.8392751445613077,0.36326539167615957,0.8452769045678581
70,0.37637792245637075,0.83731730637891,0.3640897484288697,0.8430938797686964
71,0.3791510006370036,0.836907526294222,0.3667216875706081,0.8427542981332712
72,0.37859130616733644,0.8352684059554706,0.3652340232361347,0.8412310319400784
73,0.3789085359872541,0.8349952192323453,0.3666067388577072,0.840105561376955
74,0.37737021163768825,0.8385921777534945,0.36427625568114674,0.8444328016455156
75,0.3770340835820704,0.8385921777534945,0.3651980985264407,0.8441902433344977
76,0.3771219498005112,0.8349496881118245,0.3648952977475129,0.8425505491520161
77,0.37611264878107875,0.8379092109456814,0.3640560040574054,0.8439088756937168
78,0.37694507291537027,0.8354049993170332,0.3645067889638491,0.8421042418597431
79,0.37951651426285,0.835860310522242,0.36668298859745596,0.8415997205728257
80,0.3782096952763063,0.836907526294222,0.3642680735135053,0.8427931074630342
81,0.3770891359441513,0.8379547420662022,0.3639529711173004,0.8437245313773432
82,0.379559484991671,0.8354049993170332,0.36612695446529603,0.8405809756665502
83,0.3768583553136874,0.8364066839684925,0.36427429397193056,0.8420848371948616
84,0.3766217620810356,0.835860310522242,0.36357128496853275,0.8424923351573719
85,0.37638879895932154,0.8374538997404726,0.3645136692764808,0.8428804284550006
86,0.37458067503054926,0.8386377088740153,0.3622052807577896,0.8441611363371755
87,0.3732902084126182,0.8380002731867231,0.3612487382798486,0.844937322932433
88,0.37513150757618224,0.8370896507763056,0.3635064303775501,0.8427542981332712
89,0.3752858019024927,0.837681555343077,0.3632234146788664,0.8442678619940234
90,0.3762880515157756,0.835450530437554,0.36394731199088576,0.8421624558543874
91,0.3802735368579006,0.8344033146655739,0.3672742351976934,0.8396883610820041
92,0.3790438109960071,0.8350407503528662,0.3658259450780937,0.8407556176504831
93,0.3762355506656242,0.8383645221508901,0.36319963609320544,0.8441029223425311
94,0.37560370004997223,0.836224559486409,0.36261015142935343,0.8431617960957815
95,0.3748885620076197,0.8392751445613077,0.3620820244176473,0.8450343462568402
96,0.3758355961228928,0.8367254018121386,0.36311441216946444,0.8438700663639539
97,0.3766045614446723,0.8364522150890134,0.3637276049121441,0.8427057864710676
98,0.3763593664934839,0.8367254018121386,0.36286148682792424,0.8429580471145264
99,0.37367811812211627,0.8386832399945363,0.3621271223508748,0.8442193503318197
100,0.3766142638422332,0.8355871237991167,0.36380762483825013,0.8420557301975395
