global-update-round,test-loss,test-accuracy,detection-accuracy,detection-precision,detection-recall
0,2.342744259643555,0.0925,,,
1,2.342744259643555,0.0925,0.28,0.28,1.0
2,2.342744259643555,0.0925,0.28,0.28,1.0
3,2.342744259643555,0.0925,0.28,0.28,1.0
4,2.1774852752685545,0.2407,1.0,1.0,1.0
5,2.024721291351318,0.4624,1.0,1.0,1.0
6,1.8663542095184327,0.5953,1.0,1.0,1.0
7,1.7153614233016967,0.6462,1.0,1.0,1.0
8,1.5609650579452514,0.6831,1.0,1.0,1.0
9,1.4236113458633424,0.7026,1.0,1.0,1.0
10,1.3080179790496826,0.7189,1.0,1.0,1.0
11,1.2009180000305175,0.7371,1.0,1.0,1.0
12,1.1081186750411987,0.755,1.0,1.0,1.0
13,1.0288964942932128,0.7668,1.0,1.0,1.0
14,0.9594737897872925,0.7805,1.0,1.0,1.0
15,0.904640234375,0.7895,1.0,1.0,1.0
16,0.8540592302322387,0.7966,1.0,1.0,1.0
17,0.8124860752105713,0.8026,1.0,1.0,1.0
18,0.7726939147949219,0.8123,1.0,1.0,1.0
19,0.7357030878067017,0.82,1.0,1.0,1.0
20,0.7074355211257934,0.8213,1.0,1.0,1.0
21,0.682327420091629,0.8276,1.0,1.0,1.0
22,0.6587679587364197,0.8337,1.0,1.0,1.0
23,0.6408802929878235,0.8363,1.0,1.0,1.0
24,0.6233111671447754,0.8368,1.0,1.0,1.0
25,0.6042048970222473,0.8445,1.0,1.0,1.0
26,0.5906316815376281,0.8467,1.0,1.0,1.0
27,0.5746177354812622,0.8501,1.0,1.0,1.0
28,0.5640193840026856,0.8513,1.0,1.0,1.0
29,0.5527498153686523,0.8529,1.0,1.0,1.0
30,0.5432902086257935,0.8521,1.0,1.0,1.0
31,0.5345434620380402,0.8553,1.0,1.0,1.0
32,0.5271031990051269,0.8559,1.0,1.0,1.0
33,0.5176461629867554,0.8588,1.0,1.0,1.0
34,0.5105100402832031,0.8597,1.0,1.0,1.0
35,0.502239310836792,0.8614,1.0,1.0,1.0
36,0.49652592158317566,0.8633,1.0,1.0,1.0
37,0.4892728404045105,0.8642,1.0,1.0,1.0
38,0.4826085387229919,0.8648,1.0,1.0,1.0
39,0.47576375131607057,0.8644,1.0,1.0,1.0
40,0.4706111442089081,0.8654,1.0,1.0,1.0
41,0.46434698753356934,0.8684,1.0,1.0,1.0
42,0.46146150660514834,0.867,1.0,1.0,1.0
43,0.45810603790283205,0.8674,1.0,1.0,1.0
44,0.4519551542282105,0.8695,1.0,1.0,1.0
45,0.4486868664741516,0.8697,1.0,1.0,1.0
46,0.44369092025756834,0.8694,1.0,1.0,1.0
47,0.4402795641899109,0.8706,1.0,1.0,1.0
