global-update-round,test-loss,test-accuracy
0,4.125572276408719,0.042897793213723855
1,4.125572276408719,0.042897793213723855
2,4.125572276408719,0.042897793213723855
3,4.125572276408719,0.042897793213723855
4,3.244864631145771,0.3239256209004238
5,2.4431270050623115,0.43708466941189617
6,2.082883482680424,0.5132690869389545
7,1.9063049333721485,0.5488940278362835
8,1.7915536741725324,0.5731626591473741
9,1.718283093752527,0.5901326478856288
10,1.6884957308593902,0.6001822511455173
11,1.6278009038607577,0.6126733320151647
12,1.6026651310578224,0.6199805713401477
13,1.5965211750440869,0.622929257326582
14,1.5680715624648238,0.6273050041694248
15,1.539509516616695,0.6338987130662036
16,1.512363516773934,0.6389020228157802
17,1.4864502930386405,0.6414896452120389
18,1.4595798535621347,0.6462608426536455
19,1.4527259284181695,0.6491321578707564
20,1.4493856560163934,0.6507655407786939
21,1.4398064001447108,0.6563706231785631
22,1.4230009478590864,0.6593279059171445
23,1.4193530276638195,0.6633253956655175
24,1.3873976942944062,0.6680536093463889
25,1.4050407764171184,0.6685780112273583
26,1.3992558720156467,0.6711398433671759
27,1.3723839685490844,0.6745183669609621
28,1.355965741731763,0.6754554129449893
29,1.3532302540442263,0.6784470826921589
30,1.338650588134646,0.6820663153460622
31,1.380046683758994,0.6791176293596279
32,1.3359603626698564,0.6841209391092046
33,1.3612941321753749,0.6863303044109935
34,1.3118044917150564,0.689304780653869
35,1.3503169928655228,0.6869750608220214
36,1.3146562117259835,0.6931647223678894
37,1.2945906417567405,0.6955460227126192
38,1.3408142240958534,0.692863836042743
39,1.2973162321474043,0.6966979875003224
40,1.284901348283985,0.6966721972438813
41,1.2738525217997347,0.7014004109247526
42,1.2882894609109794,0.6988127885284939
43,1.2982257599587665,0.7000937045984027
44,1.273171566642413,0.7011167181039003
45,1.3062409080977015,0.7003430104106668
46,1.2699583807900217,0.7047359507578037
47,1.279415375356908,0.7041169846032169
48,1.2827889441697784,0.7065068817000937
49,1.2639847427467463,0.7057331740068602
50,1.249551773022098,0.7072204121282979
51,1.2701187422376323,0.7081918451209133
52,1.27598084032079,0.7073837504190916
53,1.2663230778921488,0.7121979316214334
54,1.271090741779511,0.709894002046027
55,1.2464368159112442,0.7094813579429692
56,1.2621263161478522,0.7127481237588439
57,1.2437084787601498,0.7135218314520774
58,1.245705147642523,0.7137539437600474
59,1.2343691164272206,0.7120345933306397
60,1.2162539157775771,0.7162470018826887
61,1.2367499461779512,0.716298582395571
62,1.2337423074547056,0.7182070613722136
63,1.2302952833457605,0.7164533239342177
64,1.2373233720822001,0.7177428367562735
65,1.2366235759152653,0.7195309612028575
66,1.2346307681992654,0.7196083319721809
67,1.2186025655563846,0.7212159246236772
68,1.2294127264406762,0.7211127635979127
69,1.2465440773684564,0.7226343887279386
70,1.2255067159025148,0.7226945659929679
71,1.223496611053159,0.723382306164731
72,1.2139693344694829,0.7241904008665526
73,1.2029304886444712,0.726262218133989
74,1.2472732536205926,0.7239153047978474
75,1.2167476359136231,0.7260215090738719
76,1.233160149424649,0.7241130300972293
77,1.221689077407998,0.7251962208677561
78,1.1928056027408553,0.7282050841192198
79,1.191582624826772,0.7288154535216596
80,1.1990338625705026,0.7295375807020108
81,1.194697666611752,0.7283168418971313
82,1.207005754102565,0.7288154535216596
83,1.20147922495832,0.7285919379658365
84,1.2001351053268365,0.7299502248050687
85,1.194730420806736,0.7313171083964478
86,1.1780688976789164,0.7319962518160639
87,1.1749452975107777,0.7321423966025635
88,1.2171514678079085,0.729348452154776
89,1.1930905764300295,0.7322197673718869
90,1.187454966548245,0.7321681868590046
91,1.1854343119324549,0.7335952477154131
92,1.1568650820324085,0.7366041109668767
93,1.1784340116568852,0.7331740068602082
94,1.1631198320737803,0.7361570798552307
95,1.179560369768998,0.7341024560920885
96,1.1777877183219296,0.7362688376331422
97,1.1586342028766932,0.7360883058380544
98,1.150927756661807,0.7377990595153151
99,1.1639163919427882,0.7378678335324914
100,1.1775473330042487,0.7384696061827841
