global-update-round,test-loss,test-accuracy,detection-accuracy,detection-precision,detection-recall
0,4.125889755976657,0.008579558642744772,,,
1,4.125889755976657,0.008579558642744772,0.05,0.05,1.0
2,4.125889755976657,0.008579558642744772,0.05,0.05,1.0
3,4.125889755976657,0.008579558642744772,0.05,0.05,1.0
4,3.366003911820259,0.2536815591069694,0.54,0.06382978723404255,0.6
5,2.6098389564921396,0.3975396095355175,0.52,0.061224489795918366,0.6
6,2.2077870477054766,0.4793720932231803,0.5,0.058823529411764705,0.6
7,2.0044075683106826,0.5216251300258762,0.58,0.02564102564102564,0.2
8,1.863335245594727,0.5523155351908049,0.68,0.06451612903225806,0.4
9,1.7872461204994154,0.5698357160664701,0.59,0.02631578947368421,0.2
10,1.72142078366897,0.587734154036605,0.62,0.02857142857142857,0.2
11,1.6656815829500489,0.5993569629394014,0.69,0.03571428571428571,0.2
12,1.6367400941761605,0.6073003619232654,0.71,0.038461538461538464,0.2
13,1.5946625093768823,0.6149342778298359,0.72,0.07407407407407407,0.4
14,1.5802412623947075,0.6224994197192301,0.78,0.09523809523809523,0.4
15,1.534845240164921,0.6276488742553064,0.73,0.0,0.0
16,1.5067391339204148,0.6352913869140239,0.81,0.0,0.0
17,1.5156213031316013,0.637088108112755,0.77,0.0,0.0
18,1.5156213031316013,0.637088108112755,0.71,0.038461538461538464,0.2
19,1.485556423512933,0.6418936925629497,0.79,0.1,0.4
20,1.485556423512933,0.6418936925629497,0.78,0.05263157894736842,0.2
21,1.4677083206704742,0.6471806951333786,0.72,0.07407407407407407,0.4
22,1.441956425478055,0.6516424094976918,0.77,0.09090909090909091,0.4
23,1.430956274679143,0.6551928681344188,0.76,0.08695652173913043,0.4
24,1.4232103127353404,0.6579094418128831,0.78,0.09523809523809523,0.4
25,1.4117711971010736,0.6599554688238783,0.71,0.07142857142857142,0.4
26,1.395048984990541,0.6644515701967797,0.75,0.08333333333333333,0.4
27,1.3831651067372621,0.6680965931071241,0.79,0.0,0.0
28,1.3838502193220157,0.668956268321828,0.77,0.0,0.0
29,1.3790068759834424,0.6723605821720554,0.79,0.05555555555555555,0.2
30,1.3588541333785633,0.67493101106402,0.82,0.06666666666666667,0.2
31,1.3528016431950847,0.6774326659388084,0.81,0.0625,0.2
32,1.3449771656431775,0.679134822863922,0.81,0.0625,0.2
33,1.3328727941297522,0.6826594912442079,0.87,0.16666666666666666,0.4
34,1.3279457131965904,0.6846023572294387,0.87,0.16666666666666666,0.4
35,1.3398770562492965,0.6855823869742012,0.71,0.07142857142857142,0.4
36,1.3199560273084394,0.6875854302244612,0.77,0.09090909090909091,0.4
37,1.310892811698609,0.6906888577495423,0.81,0.1111111111111111,0.4
38,1.3097817125723228,0.6916516939900106,0.78,0.09523809523809523,0.4
39,1.304297569354067,0.6947207345065034,0.76,0.047619047619047616,0.2
40,1.2843711390435082,0.6962595531408234,0.77,0.05,0.2
41,1.3013120060477479,0.6961134083543238,0.77,0.05,0.2
42,1.3042321279950488,0.6965776329702639,0.81,0.0625,0.2
43,1.2848743800668156,0.7006524934879602,0.79,0.13636363636363635,0.6
44,1.2820660104536212,0.7019935868228984,0.76,0.047619047619047616,0.2
45,1.278617423054367,0.7025351822081618,0.75,0.08333333333333333,0.4
46,1.2589544973116553,0.7040568073381877,0.71,0.07142857142857142,0.4
47,1.2500566273137814,0.7053291266559494,0.77,0.09090909090909091,0.4
48,1.2684929586193279,0.7056558032375368,0.8,0.0,0.0
49,1.246954726480898,0.7079769263172373,0.73,0.07692307692307693,0.4
50,1.2435854140021843,0.7092406488828521,0.7,0.06896551724137931,0.4
51,1.2277158392501208,0.7115359817061114,0.76,0.047619047619047616,0.2
52,1.2398746021819362,0.7106677097392605,0.75,0.0,0.0
53,1.2499024938416108,0.7111147408509065,0.81,0.0,0.0
54,1.2499024938416108,0.7111147408509065,0.79,0.0,0.0
55,1.209613808345712,0.7152669721379263,0.8,0.0,0.0
56,1.2357729976269018,0.7128168977760202,0.72,0.04,0.2
