global-update-round,test-loss,test-accuracy,detection-accuracy,detection-precision,detection-recall,attack-success-rate
0,2.319705782318115,0.107,,,,0.1204
1,2.319705782318115,0.107,0.28,0.28,1.0,0.1204
2,2.319705782318115,0.107,0.28,0.28,1.0,0.1204
3,2.319705782318115,0.107,0.28,0.28,1.0,0.1204
4,2.1589550262451174,0.3171,0.53,0.3333333333333333,0.6785714285714286,0.109
5,2.037131814193726,0.441,0.53,0.27906976744186046,0.42857142857142855,0.1226
6,1.9053748889923097,0.5061,0.55,0.32653061224489793,0.5714285714285714,0.2056
7,1.7652527591705323,0.5652,0.6,0.35714285714285715,0.5357142857142857,0.1832
8,1.6224090059280396,0.6101,0.56,0.2647058823529412,0.32142857142857145,0.1765
9,1.5030319648742676,0.6355,0.61,0.28,0.25,0.18
10,1.3760284759521484,0.6803,0.61,0.2608695652173913,0.21428571428571427,0.1644
11,1.2837524263381959,0.7077,0.62,0.2916666666666667,0.25,0.1476
12,1.186586855316162,0.7247,0.68,0.3888888888888889,0.25,0.1368
13,1.106626538181305,0.748,0.67,0.35294117647058826,0.21428571428571427,0.1224
14,1.0353420776367188,0.7714,0.63,0.2631578947368421,0.17857142857142858,0.1248
15,0.9802152606964112,0.7725,0.66,0.35,0.25,0.1251
16,0.929163471031189,0.7653,0.66,0.3333333333333333,0.21428571428571427,0.1228
17,0.8746499329566956,0.7837,0.66,0.2857142857142857,0.14285714285714285,0.1154
18,0.8426370577812194,0.7922,0.63,0.15384615384615385,0.07142857142857142,0.1082
19,0.8056329365730286,0.7998,0.63,0.15384615384615385,0.07142857142857142,0.1093
20,0.7747129096031189,0.8044,0.6,0.125,0.07142857142857142,0.1122
21,0.7406840628623962,0.809,0.64,0.16666666666666666,0.07142857142857142,0.1056
22,0.7129912972450256,0.816,0.64,0.1,0.03571428571428571,0.1066
23,0.6861807573795319,0.8202,0.61,0.13333333333333333,0.07142857142857142,0.1077
24,0.664439433336258,0.8242,0.63,0.30434782608695654,0.25,0.1104
25,0.6430913763523102,0.8282,0.6,0.125,0.07142857142857142,0.1148
26,0.6289870773792267,0.8341,0.54,0.05,0.03571428571428571,0.1103
27,0.6165176608085632,0.8336,0.55,0.13043478260869565,0.10714285714285714,0.1086
28,0.5987409472465515,0.8374,0.65,0.29411764705882354,0.17857142857142858,0.1062
29,0.58448422498703,0.8389,0.68,0.3,0.10714285714285714,0.1059
30,0.5753478001117707,0.837,0.61,0.21052631578947367,0.14285714285714285,0.1055
31,0.563966721534729,0.8388,0.65,0.3157894736842105,0.21428571428571427,0.1066
32,0.5550892177581788,0.84,0.66,0.25,0.10714285714285714,0.1072
33,0.5506339001178742,0.8422,0.64,0.21428571428571427,0.10714285714285714,0.1088
34,0.5414791392803192,0.8465,0.65,0.23076923076923078,0.10714285714285714,0.1094
35,0.5302934113502502,0.85,0.67,0.2727272727272727,0.10714285714285714,0.1067
36,0.5258340631484986,0.8485,0.66,0.25,0.10714285714285714,0.1055
37,0.5202667545318603,0.8471,0.71,0.4444444444444444,0.14285714285714285,0.1058
38,0.5150298532962799,0.8523,0.69,0.38461538461538464,0.17857142857142858,0.1088
39,0.5059224635601044,0.8543,0.64,0.21428571428571427,0.10714285714285714,0.1075
40,0.4998755394935608,0.8534,0.65,0.1111111111111111,0.03571428571428571,0.1053
41,0.4951698199510574,0.8569,0.7,0.3333333333333333,0.07142857142857142,0.1044
42,0.4920676625728607,0.857,0.63,0.09090909090909091,0.03571428571428571,0.1076
43,0.4901165842294693,0.8561,0.63,0.0,0.0,0.108
44,0.4910529117107391,0.8548,0.64,0.16666666666666666,0.07142857142857142,0.1116
