global-update-round,test-loss,test-accuracy,detection-accuracy,detection-precision,detection-recall,attack-success-rate
0,4.127002672809158,0.0358054726924168,,,,0.0
1,4.127002672809158,0.0358054726924168,0.28,0.28,1.0,0.0
2,4.127002672809158,0.0358054726924168,0.28,0.28,1.0,0.0
3,4.127002672809158,0.0358054726924168,0.28,0.28,1.0,0.0
4,3.647510423131721,0.07915889376993372,0.36,0.0,0.0,0.8171470818324836
5,2.996254582566314,0.3384541320289195,0.4,0.11904761904761904,0.17857142857142858,0.23010066796764184
6,2.3818118790294758,0.4427757193332359,0.53,0.22857142857142856,0.2857142857142857,0.12042330407572019
7,2.0897014333235147,0.5001676366668673,0.51,0.2,0.25,0.0986735211437119
8,1.9398545497485904,0.5343311296991996,0.48,0.1,0.10714285714285714,0.0999114534528855
9,1.8347065259232123,0.5585137934888199,0.52,0.2222222222222222,0.2857142857142857,0.0849960884777731
10,1.7564951815330145,0.5738933830798725,0.55,0.20689655172413793,0.21428571428571427,0.08018190727543134
11,1.7031923991612308,0.5871323813863123,0.57,0.2,0.17857142857142858,0.08239986932936737
12,1.65569596506086,0.5994343337087249,0.58,0.1111111111111111,0.07142857142857142,0.07803271923867162
13,1.6292224503393165,0.6041797408938903,0.62,0.25,0.17857142857142858,0.08049998710487177
14,1.590599255838815,0.6130859761182226,0.56,0.05555555555555555,0.03571428571428571,0.08491871770844975
15,1.5473395204178824,0.6201267161266474,0.62,0.1875,0.10714285714285714,0.07360539188294662
16,1.533884855735585,0.6246658012602838,0.64,0.25,0.14285714285714285,0.07853133086319988
17,1.5149598799536181,0.6306319472503288,0.63,0.15384615384615385,0.07142857142857142,0.07846255684602357
18,1.4964796766288655,0.6354203381962295,0.58,0.1111111111111111,0.07142857142857142,0.07831641205952392
19,1.4610928515071753,0.6417905315371852,0.57,0.10526315789473684,0.07142857142857142,0.06805188999595953
20,1.4438295357903066,0.6454613447039709,0.63,0.2,0.10714285714285714,0.06757047187572535
21,1.4609810178439318,0.6470259535947319,0.6,0.22727272727272727,0.17857142857142858,0.07336468282282954
22,1.4265810697244703,0.653026486593365,0.57,0.17391304347826086,0.14285714285714285,0.06659903888310996
23,1.4289989328945587,0.654358983176156,0.54,0.125,0.10714285714285714,0.07468858265347351
24,1.442969349382623,0.6561728978791812,0.55,0.20689655172413793,0.21428571428571427,0.08078367992572406
25,1.4117288247518032,0.6611504173723167,0.55,0.24242424242424243,0.2857142857142857,0.07128426880324613
26,1.4033982808417171,0.664081909854457,0.54,0.125,0.10714285714285714,0.06839576008184108
27,1.4030538402057036,0.666067759600423,0.58,0.1111111111111111,0.07142857142857142,0.07026125529774851
28,1.3945485014840984,0.6677441262690955,0.57,0.14285714285714285,0.10714285714285714,0.07207517000077371
29,1.3909920164894858,0.6713203751622637,0.66,0.3333333333333333,0.21428571428571427,0.0691092905100453
30,1.3629689583783668,0.6730053385830833,0.61,0.13333333333333333,0.07142857142857142,0.06627236230152249
31,1.3727999803342998,0.674716092260344,0.59,0.11764705882352941,0.07142857142857142,0.07137883307686356
32,1.3625229459797514,0.6770544088443387,0.65,0.3333333333333333,0.25,0.07371714966085813
33,1.3412383853229615,0.6805532869681834,0.66,0.2857142857142857,0.14285714285714285,0.0693499995701624
34,1.3470567411200043,0.682238250389003,0.67,0.3076923076923077,0.14285714285714285,0.0671836180291086
35,1.3357571795950807,0.6827024750049432,0.72,0.5,0.17857142857142858,0.07197200897500924
36,1.3325418523596262,0.6849892110760555,0.68,0.25,0.07142857142857142,0.06734695631990234
37,1.3452135466814388,0.6842498903914102,0.64,0.2777777777777778,0.17857142857142858,0.07660565838226319
38,1.3263692041477784,0.6878175425324312,0.65,0.23076923076923078,0.10714285714285714,0.06993457871616103
39,1.3127948972868406,0.6902590201421903,0.62,0.2727272727272727,0.21428571428571427,0.06989159495542584
40,1.306931160815098,0.6906716642452482,0.65,0.3157894736842105,0.21428571428571427,0.06561900913834753
41,1.301262553210034,0.6913594044170113,0.64,0.16666666666666666,0.07142857142857142,0.06759626213216646
42,1.3040365172532324,0.6943768644206219,0.62,0.1875,0.10714285714285714,0.06717502127696157
43,1.302707095174177,0.6948067020279738,0.63,0.2,0.10714285714285714,0.07080285068301195
44,1.3133017281389083,0.6953740876696783,0.65,0.18181818181818182,0.07142857142857142,0.0708802214523353
45,1.2884401940381616,0.6967753582696458,0.64,0.2777777777777778,0.17857142857142858,0.07000335273333734
46,1.2710460394816379,0.7003602039149609,0.62,0.2222222222222222,0.14285714285714285,0.06747590760210792
47,1.2820480697050858,0.6993457871616103,0.68,0.375,0.21428571428571427,0.06476793067579069
48,1.2891409001076122,0.7001968656241672,0.59,0.11764705882352941,0.07142857142857142,0.07449945410623866
49,1.267340616044665,0.7025093919517207,0.64,0.25,0.14285714285714285,0.0661004272585817
50,1.2667807986038748,0.7031713418670427,0.66,0.3125,0.17857142857142858,0.0625585653740017
51,1.2727945456196517,0.7045468222105689,0.69,0.38461538461538464,0.17857142857142858,0.06778539067940133
52,1.2617900979531906,0.70457261246701,0.59,0.27586206896551724,0.2857142857142857,0.06608323375428762
53,1.2683442435041548,0.7053463201602435,0.56,0.21428571428571427,0.21428571428571427,0.06931561256157424
54,1.2608906006479574,0.7068163647773871,0.63,0.32,0.2857142857142857,0.07395785872097521
55,1.2544965455349308,0.7086130859761183,0.59,0.25925925925925924,0.25,0.06849892110760554
56,1.2593302552404466,0.7079253458043551,0.62,0.2916666666666667,0.25,0.06935859632230944
57,1.2379825605453765,0.7103668234141142,0.58,0.18181818181818182,0.14285714285714285,0.07046757734927744
58,1.2370165235442458,0.7105817422177901,0.61,0.21052631578947367,0.14285714285714285,0.060632892893065
59,1.2646060300611421,0.710323839653379,0.68,0.375,0.21428571428571427,0.07363977889153478
60,1.2468506316129928,0.7121205608521101,0.65,0.29411764705882354,0.17857142857142858,0.0710779467517172
61,1.2242726018651535,0.7134788476913422,0.68,0.35714285714285715,0.17857142857142858,0.06568778315552384
62,1.2286342192133557,0.714338522906046,0.71,0.47058823529411764,0.2857142857142857,0.06688273170396224
63,1.2432543529274611,0.7148543280348685,0.68,0.3333333333333333,0.14285714285714285,0.06906630674931011
64,1.2425967004043923,0.7154732941894553,0.68,0.3333333333333333,0.14285714285714285,0.07195481547071517
65,1.225063953652336,0.7170379030802163,0.69,0.4117647058823529,0.25,0.06677097392605073
66,1.2269735479531536,0.7164533239342177,0.74,0.5625,0.32142857142857145,0.07097478572595274
67,1.2166156035688804,0.7175537082090386,0.69,0.4,0.21428571428571427,0.07166252589771584
68,1.2079048532229661,0.7188862047918296,0.69,0.42105263157894735,0.2857142857142857,0.06866225939839929
69,1.2306460088220224,0.7190323495783293,0.71,0.4666666666666667,0.25,0.07261676538603716
70,1.2105684189966033,0.7201327338531502,0.73,0.5454545454545454,0.21428571428571427,0.06978843392966137
71,1.2013985150376252,0.7214480369316473,0.69,0.38461538461538464,0.17857142857142858,0.06582533118987646
72,1.213554715904857,0.720296072143944,0.67,0.3076923076923077,0.14285714285714285,0.07253079786456677
73,1.2082316068704697,0.7223077121463511,0.64,0.21428571428571427,0.10714285714285714,0.06641850708802215
74,1.2008686774844228,0.7228063237708794,0.59,0.19047619047619047,0.14285714285714285,0.06964228914316171
