global-update-round,test-loss,test-accuracy,detection-accuracy,detection-precision,detection-recall
0,4.12699816455144,0.006086500520103505,,,
1,4.12699816455144,0.006086500520103505,0.28,0.28,1.0
2,4.12699816455144,0.006086500520103505,0.28,0.28,1.0
3,4.12699816455144,0.006086500520103505,0.28,0.28,1.0
4,3.3821355094413494,0.27390112015680473,1.0,1.0,1.0
5,2.5596911509384244,0.42023503520370004,1.0,1.0,1.0
6,2.1697086780128627,0.49472589255779165,1.0,1.0,1.0
7,1.9604693904748254,0.5358441580770785,1.0,1.0,1.0
8,1.8462494139947083,0.5621416228948704,1.0,1.0,1.0
9,1.7708416609997224,0.5797477712920058,1.0,1.0,1.0
10,1.6932536733569323,0.5925827222475348,1.0,1.0,1.0
11,1.6633939012965413,0.6012482484117501,1.0,1.0,1.0
12,1.62311457468551,0.6093893726949958,1.0,1.0,1.0
13,1.582324947222952,0.6166192412506555,1.0,1.0,1.0
14,1.5678410212521368,0.6239866578406678,1.0,1.0,1.0
15,1.541740375766492,0.6305803667374466,1.0,1.0,1.0
16,1.5107146626373575,0.635308580418318,1.0,1.0,1.0
17,1.4820982094985389,0.6382486696526053,1.0,1.0,1.0
18,1.5157126065003477,0.6409050660660403,1.0,1.0,1.0
19,1.4842101075356309,0.6453495869260594,1.0,1.0,1.0
20,1.4363869498270667,0.6508515083001642,1.0,1.0,1.0
21,1.4515780866897787,0.653241405397041,1.0,1.0,1.0
22,1.441360761498605,0.6571443308717967,1.0,1.0,1.0
23,1.4145770137664182,0.6604970642091418,1.0,1.0,1.0
24,1.425175146179627,0.6587949072840281,1.0,1.0,1.0
25,1.398232753766091,0.665852840796747,1.0,1.0,1.0
26,1.3890321422860998,0.6691539936212099,1.0,1.0,1.0
27,1.4004571829293655,0.670039459092355,1.0,1.0,1.0
28,1.3881586684682852,0.6732804346517886,1.0,1.0,1.0
29,1.367827471962184,0.6757133155094005,1.0,1.0,1.0
30,1.3737087132189345,0.6755241869621657,1.0,1.0,1.0
31,1.3526945823060186,0.6787651625215994,1.0,1.0,1.0
32,1.3466070824869367,0.6799515143178907,1.0,1.0,1.0
33,1.3628717279519877,0.6831237158601481,1.0,1.0,1.0
34,1.374091293744099,0.6834675859460296,1.0,1.0,1.0
35,1.3513666844268164,0.6858402895386123,1.0,1.0,1.0
36,1.3393596939954382,0.6865968037275517,1.0,1.0,1.0
37,1.3627003982864145,0.6860552083422883,1.0,1.0,1.0
38,1.3108356489898707,0.6905083259544544,1.0,1.0,1.0
39,1.3376384960828571,0.691084308348306,1.0,1.0,1.0
40,1.3261975208316348,0.6925027724525674,1.0,1.0,1.0
41,1.307108029519614,0.6960360375850004,1.0,1.0,1.0
42,1.324288149267712,0.6931217386071542,1.0,1.0,1.0
43,1.309979520971718,0.6935773664709473,1.0,1.0,1.0
44,1.3024906793240858,0.6973685341677914,1.0,1.0,1.0
45,1.3116975443588423,0.6983227736561127,1.0,1.0,1.0
46,1.2864305465996142,0.698382950921142,1.0,1.0,1.0
47,1.2778665419575823,0.7008760090437832,1.0,1.0,1.0
48,1.2881779728965688,0.7015981362241345,1.0,1.0,1.0
49,1.2800543703200382,0.703240115884219,1.0,1.0,1.0
50,1.2753710411405423,0.7026383432339263,1.0,1.0,1.0
51,1.2719047965953243,0.7040997910989228,1.0,1.0,1.0
52,1.2819654747848739,0.7062403823835355,1.0,1.0,1.0
53,1.2713708523142246,0.7074181374276798,1.0,1.0,1.0
54,1.2459929074449358,0.7094125839257929,1.0,1.0,1.0
55,1.2878046827823852,0.7074095406755327,1.0,1.0,1.0
56,1.2614462584313235,0.7084411509331775,1.0,1.0,1.0
57,1.2644106411379885,0.7092664391392932,1.0,1.0,1.0
58,1.2516682906197671,0.7124128504251094,1.0,1.0,1.0
59,1.268430333675211,0.7089397625577057,1.0,1.0,1.0
60,1.2519232163409952,0.7131607678619017,1.0,1.0,1.0
61,1.2695998538818685,0.7132553321355192,1.0,1.0,1.0
62,1.2706593003484572,0.7119572225613163,1.0,1.0,1.0
63,1.223769114558854,0.7142353618802816,1.0,1.0,1.0
64,1.236574330729203,0.7163931466691884,1.0,1.0,1.0
65,1.2468027150433265,0.7146136189747513,1.0,1.0,1.0
66,1.2397804861368054,0.7167112264986288,1.0,1.0,1.0
67,1.2420741585994948,0.7178975782949202,1.0,1.0,1.0
68,1.2219846299190968,0.7179233685513613,1.0,1.0,1.0
69,1.2399023960866116,0.7195137676985635,1.0,1.0,1.0
70,1.2366556908894668,0.7190839300912115,1.0,1.0,1.0
71,1.212317265536409,0.7214480369316473,1.0,1.0,1.0
72,1.223295855981067,0.7225828082150564,1.0,1.0,1.0
73,1.2323801961127998,0.7211815376150891,1.0,1.0,1.0
74,1.2219714099334438,0.7208978447942367,1.0,1.0,1.0
75,1.2231680101848341,0.7227977270187323,1.0,1.0,1.0
76,1.2053899474049823,0.7245256742002871,1.0,1.0,1.0
77,1.216812477732607,0.7255916714665199,1.0,1.0,1.0
78,1.2007661066851947,0.7242591748837289,1.0,1.0,1.0
79,1.2009280544445073,0.7239668853107296,1.0,1.0,1.0
80,1.2111977124430817,0.7265115239462531,1.0,1.0,1.0
81,1.2270884234573018,0.724723399499669,1.0,1.0,1.0
82,1.2026348229284607,0.7263567824076064,1.0,1.0,1.0
83,1.1859332006007535,0.7282308743756609,1.0,1.0,1.0
84,1.1935613896898976,0.7279987620676909,1.0,1.0,1.0
85,1.195538489142176,0.7285661477093954,1.0,1.0,1.0
86,1.1924559165722606,0.7286005347179836,1.0,1.0,1.0
87,1.2115014917243416,0.7294172261719523,1.0,1.0,1.0
88,1.2304336058433802,0.7253079786456677,1.0,1.0,1.0
89,1.1981939274459052,0.7313171083964478,1.0,1.0,1.0
90,1.1818654510699271,0.7320822193375343,1.0,1.0,1.0
91,1.17603733407114,0.7327527660050033,1.0,1.0,1.0
92,1.1975861639208425,0.7309302545498311,1.0,1.0,1.0
93,1.1867997390763991,0.7312053506185363,1.0,1.0,1.0
94,1.1767813391829083,0.7336812152368835,1.0,1.0,1.0
95,1.1846263622457318,0.7337413925019127,1.0,1.0,1.0
96,1.1819694463752273,0.7345924709644697,1.0,1.0,1.0
97,1.1861943163875495,0.7332771678859726,1.0,1.0,1.0
98,1.1715123767268558,0.7316695752344764,1.0,1.0,1.0
99,1.1526775229423305,0.7368104330184057,1.0,1.0,1.0
100,1.1861310032284036,0.7350824858368509,1.0,1.0,1.0
