global-update-round,test-loss,test-accuracy,detection-accuracy,detection-precision,detection-recall
0,2.3425226318359376,0.0871,,,
1,2.3425226318359376,0.0871,0.28,0.28,1.0
2,2.3425226318359376,0.0871,0.28,0.28,1.0
3,2.3425226318359376,0.0871,0.28,0.28,1.0
4,2.200178229522705,0.196,0.66,0.4318181818181818,0.6785714285714286
5,2.0597356695175173,0.4144,0.64,0.42,0.75
6,1.909375391960144,0.5407,0.73,0.5116279069767442,0.7857142857142857
7,1.7628349290847778,0.6303,0.79,0.5945945945945946,0.7857142857142857
8,1.7628349290847778,0.6303,0.85,0.7407407407407407,0.7142857142857143
9,1.6317065298080444,0.6756,0.82,0.6923076923076923,0.6428571428571429
10,1.5087528102874757,0.71,0.77,0.5757575757575758,0.6785714285714286
11,1.5087528102874757,0.71,0.79,0.6521739130434783,0.5357142857142857
12,1.5087528102874757,0.71,0.81,0.6956521739130435,0.5714285714285714
13,1.398709118270874,0.7312,0.85,0.8095238095238095,0.6071428571428571
14,1.2921606466293334,0.7521,0.87,0.8,0.7142857142857143
15,1.201971591949463,0.7675,0.85,0.782608695652174,0.6428571428571429
16,1.1252150857925416,0.7773,0.84,0.7727272727272727,0.6071428571428571
17,1.0566493858337402,0.7854,0.86,0.85,0.6071428571428571
18,0.9923724731445313,0.7941,0.85,0.7407407407407407,0.7142857142857143
19,0.9433946241378784,0.8011,0.83,0.7619047619047619,0.5714285714285714
20,0.9058447094917297,0.8094,0.81,0.7647058823529411,0.4642857142857143
21,0.8700042136192322,0.8152,0.83,0.8235294117647058,0.5
22,0.8344060586929322,0.8206,0.85,0.8095238095238095,0.6071428571428571
23,0.8048373733520507,0.8245,0.85,0.8823529411764706,0.5357142857142857
24,0.7761111621856689,0.8284,0.87,0.8947368421052632,0.6071428571428571
25,0.7512647574424743,0.8314,0.86,0.8888888888888888,0.5714285714285714
26,0.7240304326057434,0.8329,0.92,0.9166666666666666,0.7857142857142857
27,0.6979209957122803,0.8379,0.92,0.9166666666666666,0.7857142857142857
28,0.6788784900665283,0.8411,0.83,0.6774193548387096,0.75
29,0.6608635502815247,0.8435,0.86,0.7916666666666666,0.6785714285714286
30,0.6485394157409669,0.8472,0.83,0.8235294117647058,0.5
31,0.6327086175918579,0.8482,0.88,0.9,0.6428571428571429
32,0.6183837289810181,0.8518,0.87,0.8260869565217391,0.6785714285714286
33,0.6078075716018677,0.8527,0.86,0.9375,0.5357142857142857
34,0.5981352807044983,0.8554,0.83,0.7619047619047619,0.5714285714285714
35,0.5897504141807556,0.858,0.84,0.8333333333333334,0.5357142857142857
36,0.5834422417163849,0.8589,0.81,0.8461538461538461,0.39285714285714285
37,0.5790801474571228,0.8605,0.78,0.75,0.32142857142857145
38,0.5738910771846771,0.861,0.81,0.8,0.42857142857142855
39,0.5666984075546264,0.8629,0.81,0.7368421052631579,0.5
40,0.5608430666446685,0.8642,0.78,0.6363636363636364,0.5
41,0.5559799036026001,0.8663,0.8,0.75,0.42857142857142855
42,0.5517492194652558,0.8673,0.76,0.6111111111111112,0.39285714285714285
43,0.5459634433746338,0.8684,0.79,0.7692307692307693,0.35714285714285715
44,0.541576985168457,0.8685,0.81,0.8461538461538461,0.39285714285714285
45,0.5360448150157928,0.8696,0.83,0.9230769230769231,0.42857142857142855
46,0.5325662892341614,0.8709,0.8,0.7857142857142857,0.39285714285714285
47,0.5274670864105224,0.8725,0.81,0.7142857142857143,0.5357142857142857
48,0.5224076109409332,0.8714,0.84,0.75,0.6428571428571429
49,0.5163147503852844,0.8735,0.82,0.7083333333333334,0.6071428571428571
50,0.5111778121471405,0.8744,0.85,0.8095238095238095,0.6071428571428571
51,0.505467052745819,0.8746,0.86,0.85,0.6071428571428571
52,0.5008945909500122,0.8752,0.85,0.8421052631578947,0.5714285714285714
53,0.4948937523841858,0.8767,0.85,0.76,0.6785714285714286
54,0.48872108240127565,0.8757,0.88,0.8333333333333334,0.7142857142857143
55,0.48391295499801634,0.8771,0.85,0.76,0.6785714285714286
56,0.48391295499801634,0.8771,0.83,0.7037037037037037,0.6785714285714286
57,0.4805278521537781,0.8785,0.79,0.6521739130434783,0.5357142857142857
58,0.4805278521537781,0.8785,0.84,0.8333333333333334,0.5357142857142857
59,0.4805278521537781,0.8785,0.81,0.6956521739130435,0.5714285714285714
60,0.47622419199943544,0.8787,0.83,0.7894736842105263,0.5357142857142857
61,0.4726419065475464,0.8785,0.83,0.7619047619047619,0.5714285714285714
62,0.46966571393013,0.8802,0.83,0.8666666666666667,0.4642857142857143
63,0.46966571393013,0.8802,0.8,0.8333333333333334,0.35714285714285715
64,0.4669458345413208,0.881,0.86,0.7916666666666666,0.6785714285714286
65,0.4640394389152527,0.8824,0.81,0.68,0.6071428571428571
66,0.4596933030128479,0.8817,0.79,0.6060606060606061,0.7142857142857143
67,0.4567101480484009,0.8831,0.8,0.6538461538461539,0.6071428571428571
68,0.45566247000694277,0.8833,0.74,0.5333333333333333,0.5714285714285714
69,0.45483599905967714,0.8836,0.77,0.6086956521739131,0.5
70,0.45178505001068114,0.8842,0.78,0.5882352941176471,0.7142857142857143
71,0.4479142607688904,0.8852,0.77,0.5714285714285714,0.7142857142857143
72,0.4438823107719421,0.8843,0.77,0.5714285714285714,0.7142857142857143
73,0.441937473487854,0.8851,0.77,0.5925925925925926,0.5714285714285714
74,0.44068681049346925,0.886,0.75,0.56,0.5
75,0.4389928909301758,0.8865,0.82,0.75,0.5357142857142857
76,0.4371114143848419,0.8873,0.85,0.8095238095238095,0.6071428571428571
77,0.4350253206253052,0.8872,0.81,0.68,0.6071428571428571
78,0.433688307762146,0.8867,0.76,0.5625,0.6428571428571429
79,0.43337646598815915,0.888,0.78,0.6363636363636364,0.5
80,0.43313782405853274,0.8883,0.8,0.7222222222222222,0.4642857142857143
81,0.43239813518524167,0.8886,0.8,0.6818181818181818,0.5357142857142857
82,0.42999182138442993,0.8886,0.86,0.8888888888888888,0.5714285714285714
83,0.4277563588142395,0.8891,0.87,0.8260869565217391,0.6785714285714286
84,0.42559182624816894,0.8899,0.82,0.6666666666666666,0.7142857142857143
85,0.4237814565181732,0.89,0.84,0.75,0.6428571428571429
86,0.42170429973602297,0.8907,0.8,0.6538461538461539,0.6071428571428571
87,0.42091269884109495,0.8901,0.78,0.6153846153846154,0.5714285714285714
88,0.4196773104667664,0.8905,0.83,0.72,0.6428571428571429
89,0.4184498344421387,0.8906,0.83,0.7391304347826086,0.6071428571428571
90,0.4154393239021301,0.8914,0.84,0.7,0.75
91,0.41441030254364014,0.8919,0.84,0.8333333333333334,0.5357142857142857
92,0.4137146809577942,0.8928,0.85,0.8095238095238095,0.6071428571428571
93,0.41335841765403747,0.8926,0.79,0.6666666666666666,0.5
94,0.4120853231430054,0.8939,0.82,0.7272727272727273,0.5714285714285714
95,0.4119800573348999,0.8941,0.77,0.6086956521739131,0.5
96,0.4110000991344452,0.8944,0.79,0.64,0.5714285714285714
97,0.4104375000476837,0.8947,0.81,0.7368421052631579,0.5
98,0.40823571791648866,0.8949,0.84,0.7307692307692307,0.6785714285714286
99,0.40669815974235535,0.8949,0.84,0.7727272727272727,0.6071428571428571
100,0.4059256905555725,0.8947,0.85,0.8421052631578947,0.5714285714285714
