global-update-round,test-loss,test-accuracy,train-loss,train-accuracy
0,4.1258048617374445,0.023082279514799308,4.12637629969486,0.022851796450083964
1,2.634256414614791,0.46856597577435244,2.6383133120623246,0.46779915521855997
2,0.8375557162700343,0.7471265355948523,0.8389963857003693,0.7474295490105053
3,0.6922459963622936,0.7800005158051289,0.6919047398661565,0.7802092467461014
4,0.6356993834176287,0.7954230891569165,0.6336380653728748,0.7963942045929976
5,0.6037427400260212,0.8044926626720426,0.6008037096037782,0.8055240338600322
6,0.5802496882244904,0.8105533729357048,0.5763297317577117,0.8116349443785355
7,0.5652564683093367,0.8149463132828417,0.5610558942869779,0.8160264896866744
8,0.5541179116832334,0.8181700953379814,0.5494512152033828,0.8188519798490397
9,0.5451486427702822,0.8206631534606226,0.5400658019683543,0.8217376477937679
10,0.5372764765014685,0.8227091804716178,0.5321428543562796,0.8234412521563705
11,0.5316033203676463,0.8239643062850855,0.5263024383413483,0.8251778110188385
12,0.5260759051293349,0.8257610274838166,0.5205273038948821,0.8268169391860525
13,0.521463555659126,0.826508944920609,0.5153801853321187,0.8278284990514835
14,0.5189422874758619,0.8276952967169003,0.512876298391877,0.8287813139388938
15,0.5156976103912805,0.8286409394530746,0.509244176475323,0.8299347214341798
16,0.5139871974765455,0.8289934062911032,0.5071207553355455,0.8303573987150611
17,0.5139849802409444,0.8290277932996913,0.5070125620138165,0.830553692909911
18,0.5126304140785601,0.8292169218469262,0.5052368227104055,0.8314320019715388
19,0.5116954238196499,0.82984448475366,0.5044979244908024,0.8316698474923059
20,0.5103026550987677,0.830257128856718,0.5029068953271525,0.8323246390765863
21,0.5098694786023964,0.8305580151818643,0.5022686049517656,0.8323017142071147
22,0.5114610574812031,0.8299648392837186,0.5040253132565826,0.8318976633826791
