global-update-round,test-loss,test-accuracy,detection-accuracy,detection-precision,detection-recall
0,0.6676225749509385,0.6380731229795565,,,
1,0.6676225749509385,0.6380731229795565,0.28888888888888886,0.28888888888888886,1.0
2,0.6676225749509385,0.6380731229795565,0.28888888888888886,0.28888888888888886,1.0
3,0.6676225749509385,0.6380731229795565,0.28888888888888886,0.28888888888888886,1.0
4,0.5175080245751444,0.7811774347766699,1.0,1.0,1.0
5,0.4768676736970007,0.7874151982880299,1.0,1.0,1.0
6,0.45454930966057716,0.7953376132586623,1.0,1.0,1.0
7,0.4390911650626173,0.8092701361380503,1.0,1.0,1.0
8,0.42804687036080846,0.8181487046396212,1.0,1.0,1.0
9,0.42100222234609147,0.8225196922096253,1.0,1.0,1.0
10,0.41490039704726683,0.8256158084050449,1.0,1.0,1.0
11,0.4112388370022207,0.827755771069526,1.0,1.0,1.0
12,0.4083312574818297,0.8282566133952557,1.0,1.0,1.0
13,0.40657519488713945,0.8283932067568183,1.0,1.0,1.0
14,0.40404009275171965,0.8287574557209852,1.0,1.0,1.0
15,0.40279934451113586,0.8293038291672358,1.0,1.0,1.0
16,0.4016774396006648,0.8298957337340072,1.0,1.0,1.0
17,0.3999626046510601,0.8298957337340072,1.0,1.0,1.0
18,0.3999695553619158,0.8306242316623412,1.0,1.0,1.0
19,0.39923712693021496,0.829986795975049,1.0,1.0,1.0
20,0.398401927292328,0.8302599826981742,1.0,1.0,1.0
21,0.3984237837508115,0.8303055138186951,1.0,1.0,1.0
22,0.3977370654896722,0.8304876383007785,1.0,1.0,1.0
23,0.3970747752164234,0.8301689204571324,1.0,1.0,1.0
24,0.3962461524488865,0.8294404225287985,1.0,1.0,1.0
25,0.3950840049182295,0.8305331694212995,1.0,1.0,1.0
26,0.39534561795701595,0.829986795975049,1.0,1.0,1.0
27,0.3951448799563698,0.8302599826981742,1.0,1.0,1.0
28,0.39367260045162433,0.8315348540727587,1.0,1.0,1.0
29,0.39364684622985646,0.8316714474343213,1.0,1.0,1.0
30,0.39373362994132155,0.8319901652779675,1.0,1.0,1.0
31,0.39390434663228335,0.8318535719164049,1.0,1.0,1.0
32,0.39292166768562836,0.8322178208805718,1.0,1.0,1.0
33,0.3925031945879427,0.8319901652779675,1.0,1.0,1.0
34,0.3921272374836467,0.8334016300141146,1.0,1.0,1.0
35,0.39202696416339267,0.8330829121704685,1.0,1.0,1.0
36,0.392896197898756,0.831443791831717,1.0,1.0,1.0
37,0.3911334025058157,0.8320812275190093,1.0,1.0,1.0
38,0.3904174170641497,0.8329463188089059,1.0,1.0,1.0
39,0.3898635559957416,0.8330829121704685,1.0,1.0,1.0
40,0.39006711999960664,0.8321267586395301,1.0,1.0,1.0
41,0.3895709891411112,0.8328097254473432,1.0,1.0,1.0
42,0.38931116929488696,0.8334471611346356,1.0,1.0,1.0
43,0.38878992164753196,0.8339480034603651,1.0,1.0,1.0
44,0.3884631753407481,0.8336748167372399,1.0,1.0,1.0
45,0.3879525470303766,0.8337658789782817,1.0,1.0,1.0
46,0.3876059250401076,0.8337658789782817,1.0,1.0,1.0
