global-update-round,test-loss,test-accuracy,detection-accuracy,detection-precision,detection-recall,attack-success-rate
0,4.134432221711715,0.036776905685032196,,,,0.0
1,4.134432221711715,0.036776905685032196,0.28,0.28,1.0,0.0
2,4.134432221711715,0.036776905685032196,0.28,0.28,1.0,0.0
3,4.134432221711715,0.036776905685032196,0.28,0.28,1.0,0.0
4,3.5373609661610175,0.21910542197157915,0.48,0.3181818181818182,0.75,0.16391427318758972
5,3.5373609661610175,0.21910542197157915,0.48,0.29310344827586204,0.6071428571428571,0.16391427318758972
6,2.752444020588231,0.3729013178821041,0.6,0.35,0.5,0.19706334946657153
7,2.2726756470779117,0.46197226687757365,0.68,0.4375,0.5,0.11553175210405509
8,2.0322084073442475,0.506976264367322,0.6,0.35,0.5,0.10335875106384808
9,1.8949074231009186,0.5370906871383991,0.66,0.4,0.42857142857142855,0.08237407907292625
10,1.814281530490027,0.5552642211772393,0.72,0.5,0.2857142857142857,0.0996019703755921
11,1.7441791595322298,0.5728531760700807,0.72,0.5,0.32142857142857145,0.08124790454166415
12,1.6984181897868535,0.58530986993114,0.66,0.3333333333333333,0.21428571428571427,0.08870988540529388
13,1.6580594052647233,0.596597405500202,0.77,0.6666666666666666,0.35714285714285715,0.08203880573919173
14,1.6269555998981133,0.6039992090988024,0.77,0.6923076923076923,0.32142857142857145,0.0846178313833034
15,1.590398045717083,0.6129398313317229,0.75,0.7142857142857143,0.17857142857142858,0.08062034163493033
16,1.570231105406029,0.6172210139009482,0.73,0.5555555555555556,0.17857142857142858,0.07333889256638843
17,1.532615283047078,0.6241671896357556,0.77,0.6666666666666666,0.35714285714285715,0.07492069496144357
18,1.5147971826544835,0.6289813708380974,0.73,0.5454545454545454,0.21428571428571427,0.07557404812461851
19,1.5133867385869637,0.6331421988772642,0.82,0.75,0.5357142857142857,0.07786938094787789
20,1.498843413093787,0.6367012542661382,0.79,0.7333333333333333,0.39285714285714285,0.07708707650249735
21,1.4624637080269034,0.6420054503408612,0.77,0.6470588235294118,0.39285714285714285,0.0716539291455688
22,1.4581170407449826,0.6454441511996768,0.8,0.75,0.42857142857142855,0.07113812401674648
23,1.4682822596041671,0.6476535165014657,0.81,0.8,0.42857142857142855,0.079666102146609
24,1.4371171888673788,0.6519432958228382,0.76,0.6428571428571429,0.32142857142857145,0.06708045700334414
25,1.448969938590184,0.6531812281320117,0.79,0.7333333333333333,0.39285714285714285,0.07320994128418283
26,1.418872926813255,0.658537004719617,0.77,0.6470588235294118,0.39285714285714285,0.0707254799136886
27,1.4095675580264189,0.6608237407907293,0.77,0.6666666666666666,0.35714285714285715,0.07089741495662938
28,1.3997821165918642,0.6641850708802215,0.75,0.6363636363636364,0.25,0.07279729718112497
29,1.4081257261590068,0.6647782467783672,0.76,0.6666666666666666,0.2857142857142857,0.07455963137126793
30,1.3813438569331236,0.6681395768678593,0.8,0.7222222222222222,0.4642857142857143,0.06524075204387782
31,1.3872962123873833,0.6687929300310342,0.77,0.6190476190476191,0.4642857142857143,0.07577177342400042
32,1.3827094528350274,0.670933521315647,0.8,0.7857142857142857,0.39285714285714285,0.0762789818006757
33,1.3847830967942367,0.6720768893512031,0.77,0.631578947368421,0.42857142857142855,0.07509263000438435
34,1.3576132508549403,0.6751029461069608,0.75,0.5652173913043478,0.4642857142857143,0.06900612948428084
35,1.3609655096630056,0.6771661666222502,0.78,0.625,0.5357142857142857,0.07368276265226997
36,1.3358866479075993,0.6812410271399465,0.77,0.6190476190476191,0.4642857142857143,0.0627133069126484
37,1.3390164582112383,0.6810261083362705,0.72,0.5,0.5,0.07556545137247148
38,1.3342777758963054,0.6822210568847089,0.74,0.5454545454545454,0.42857142857142855,0.07598669222767639
39,1.3481731042746914,0.6825907172270316,0.74,0.5555555555555556,0.35714285714285715,0.07569440265467706
40,1.3209807614498916,0.6858230960343182,0.74,0.5384615384615384,0.5,0.06890296845851637
41,1.3105447749373855,0.686442062188905,0.7,0.46875,0.5357142857142857,0.0721611375222441
42,1.2899187965137602,0.6896572474918976,0.7,0.46875,0.5357142857142857,0.06539549358252453
43,1.3127316766067942,0.6888233625336347,0.73,0.5217391304347826,0.42857142857142855,0.06974545016892618
44,1.3079813900013408,0.6911015018526001,0.78,0.625,0.5357142857142857,0.07192042846212701
45,1.2935349961811404,0.6933796411715654,0.77,0.631578947368421,0.42857142857142855,0.06512899426596631
46,1.2870035153554071,0.6951161851052672,0.78,0.625,0.5357142857142857,0.06817224452601807
47,1.2808813595512922,0.6960360375850004,0.75,0.56,0.5,0.07054494811860079
48,1.306572137012152,0.694419848181357,0.84,0.7727272727272727,0.6071428571428571,0.07248781410383157
49,1.2822137185304303,0.6990706910929051,0.78,0.625,0.5357142857142857,0.0676478426450487
50,1.274332008221786,0.6988901592978173,0.8,0.6666666666666666,0.5714285714285714,0.06896314572354564
51,1.2643984441941751,0.701709894002046,0.81,0.7142857142857143,0.5357142857142857,0.06754468161928423
52,1.2955257223959338,0.6993457871616103,0.8,0.7,0.5,0.07958013462513862
53,1.2557004703933523,0.7030681808412782,0.82,0.75,0.5357142857142857,0.05602503374225218
54,1.2456700172593862,0.7043834839197751,0.87,0.8947368421052632,0.6071428571428571,0.0638394814439105
55,1.2481641472869371,0.7064810914436526,0.8,0.6818181818181818,0.5357142857142857,0.07235026606947895
56,1.2487395067914215,0.7069281225552986,0.83,0.8235294117647058,0.5,0.0669171187125504
57,1.246672658275148,0.7083293931552659,0.8,0.7222222222222222,0.4642857142857143,0.07029564230633667
58,1.24157763287057,0.7086044892239712,0.81,0.8,0.42857142857142855,0.0695735151259854
59,1.2618862739866594,0.7077448140092673,0.8,0.6818181818181818,0.5357142857142857,0.07367416590012293
60,1.2541509575022034,0.7101862916190264,0.79,0.7058823529411765,0.42857142857142855,0.06890296845851637
61,1.2368786335995772,0.7112007083723769,0.82,0.8125,0.4642857142857143,0.06486249494940811
62,1.247667624115945,0.7105301617049079,0.8,0.75,0.42857142857142855,0.06474214041934957
63,1.2316360608744121,0.7125675919637561,0.79,0.8181818181818182,0.32142857142857145,0.06682255443893297
64,1.248209896959803,0.7106247259785253,0.77,0.631578947368421,0.42857142857142855,0.07651969086079279
65,1.2238671147917515,0.7141322008545171,0.8,0.7,0.5,0.07325292504491802
66,1.2349761871460934,0.7150778435906915,0.79,0.7058823529411765,0.42857142857142855,0.06544707409540676
67,1.2344246073630745,0.7161180506004832,0.79,0.6842105263157895,0.4642857142857143,0.06850751785975258
68,1.2088863886717616,0.7177514335084205,0.8,0.7222222222222222,0.4642857142857143,0.06049534485871238
69,1.2192344431706075,0.7171496608581278,0.8,0.75,0.42857142857142855,0.07131865581183429
70,1.2230028213282307,0.7178116107734498,0.8,0.7222222222222222,0.4642857142857143,0.07150778435906914
71,1.2081759507839969,0.720313265648238,0.79,0.64,0.5714285714285714,0.06268751665620728
72,1.2288427380042315,0.7195309612028575,0.74,0.5416666666666666,0.4642857142857143,0.06859348538122298
73,1.2136560052454712,0.7204078299218555,0.76,0.6,0.42857142857142855,0.06549005785614195
74,1.2308272393918094,0.720313265648238,0.74,0.5454545454545454,0.42857142857142855,0.07180007393206847
75,1.208024084951816,0.7220240193254989,0.72,0.5,0.32142857142857145,0.07038160982780706
76,1.211004895816242,0.7220326160776459,0.77,0.5925925925925926,0.5714285714285714,0.06493126896658442
77,1.197176862642085,0.7239153047978474,0.77,0.6190476190476191,0.4642857142857143,0.06522355853958374
78,1.1984907402306895,0.7243623359094934,0.82,0.8125,0.4642857142857143,0.06366754640096971
79,1.1912917669745264,0.7254025429192851,0.83,0.7391304347826086,0.6071428571428571,0.062395227083207966
80,1.2010708561443548,0.7251790273634621,0.81,0.7368421052631579,0.5,0.06385667494820457
81,1.1980588812663397,0.7252563981327854,0.78,0.7142857142857143,0.35714285714285715,0.07187744470139182
82,1.17867725392286,0.7272078608701632,0.77,0.631578947368421,0.42857142857142855,0.06524934879602486
83,1.1854578538973704,0.7272594413830454,0.8,0.7,0.5,0.06917806452722161
84,1.1701044332023627,0.728033149076279,0.84,0.7727272727272727,0.6071428571428571,0.06550725136043603
85,1.187283922977588,0.7269929420664872,0.81,0.7142857142857143,0.5357142857142857,0.06692571546469744
86,1.20598222140235,0.7262192343732538,0.81,0.7368421052631579,0.5,0.0791760872742278
87,1.2005815050882613,0.7265459109548412,0.76,0.5666666666666667,0.6071428571428571,0.07390627820809298
88,1.18455834163807,0.7282824548885432,0.76,0.5526315789473685,0.75,0.07272852316394866
89,1.1844070699677065,0.7297181124970986,0.77,0.5757575757575758,0.6785714285714286,0.07004633649407253
90,1.1958880795522708,0.7300791760872742,0.77,0.5862068965517241,0.6071428571428571,0.06818084127816511
91,1.1939939390992687,0.7301307566001565,0.75,0.5428571428571428,0.6785714285714286,0.06846453409901739
92,1.2029677000696983,0.7300104020700979,0.71,0.4883720930232558,0.75,0.07140462333330468
93,1.1704746688171546,0.7317125589952116,0.8,0.6052631578947368,0.8214285714285714,0.05709103100848499
94,1.1920929866751517,0.7323315251497984,0.81,0.6363636363636364,0.75,0.06593708896778797
95,1.184734396526511,0.7320650258332402,0.82,0.6923076923076923,0.6428571428571429,0.06947895085236798
96,1.1795100979993436,0.7341454398528237,0.79,0.6206896551724138,0.6428571428571429,0.0707684636744238
97,1.1624567165282769,0.7356498714785554,0.84,0.7,0.75,0.057985093231777037
98,1.1724581960259632,0.7349535345546453,0.82,0.6923076923076923,0.6428571428571429,0.06511180076167224
99,1.18895662222688,0.7352200338712035,0.82,0.7272727272727273,0.5714285714285714,0.06420914178623316
100,1.16806851946957,0.7350395020761157,0.84,0.7727272727272727,0.6071428571428571,0.07240184658236118
