global-update-round,test-loss,test-accuracy,train-loss,train-accuracy
0,2.3133878631591798,0.1091,2.319840995025635,0.10618333333333334
1,2.121019857788086,0.3816,2.1305013847351075,0.36578333333333335
2,1.9297086755752564,0.6243,1.9424383122762043,0.6124333333333334
3,1.733211562347412,0.7077,1.7489735598246257,0.69875
4,1.5394894737243652,0.7447,1.5580093706766764,0.7336
5,1.3636083686828613,0.7697,1.384637234242757,0.7602666666666666
6,1.2086475421905518,0.787,1.2316799166361492,0.77895
7,1.0816314609527589,0.8071,1.1059551756540935,0.7979833333333334
8,0.977443603515625,0.8228,1.0023110467274983,0.8129333333333333
9,0.893872657585144,0.8319,0.9186424360911052,0.8227833333333333
10,0.8257864656448364,0.8384,0.8504905323028564,0.8306833333333333
11,0.7700742023468018,0.8445,0.7944174861907959,0.8373166666666667
12,0.7233595752716064,0.8505,0.7474600816090902,0.8432166666666666
13,0.6842972677230835,0.8553,0.7081220948537191,0.8476833333333333
14,0.6513586367607117,0.86,0.6748616828918457,0.8532
15,0.622937832069397,0.8623,0.6461778389612833,0.8555166666666667
16,0.5981509087562561,0.8657,0.6209368764877319,0.8591
17,0.5763392113685608,0.8678,0.5988617144266765,0.8619166666666667
18,0.5575400547981262,0.8707,0.579573245302836,0.8647833333333333
19,0.5405874971866608,0.8734,0.5624164582570393,0.8671333333333333
20,0.5254065738201141,0.8761,0.5469784957249959,0.8688333333333333
21,0.5117765982627869,0.878,0.5330706842422486,0.8714333333333333
22,0.4993432800292969,0.8795,0.5203559678077698,0.8736833333333334
23,0.4880438479423523,0.8814,0.50880323416392,0.8749166666666667
24,0.47764800181388856,0.8817,0.4982917195638021,0.8761333333333333
25,0.46835833477973937,0.8833,0.4886470653851827,0.87775
26,0.4597523030757904,0.8839,0.47976105575561523,0.8794833333333333
27,0.4516957437515259,0.8848,0.47157111832300824,0.8804166666666666
28,0.4442984006881714,0.8859,0.46402885615030925,0.8816666666666667
29,0.4373557984828949,0.8868,0.4569874964396159,0.8821833333333333
30,0.43104425797462464,0.8885,0.45039123560587563,0.8836166666666667
31,0.4251040563583374,0.8897,0.44427471481959024,0.8844166666666666
32,0.4194164158344269,0.8907,0.4384748560587565,0.8854333333333333
33,0.41423476543426513,0.8914,0.4330778201421102,0.8858833333333334
34,0.409353490114212,0.8917,0.4281438847541809,0.88675
35,0.40462587809562683,0.8932,0.423161998685201,0.88785
36,0.40034040966033935,0.8939,0.4187039233207703,0.8885333333333333
37,0.396152529335022,0.895,0.41436166613896686,0.8891
38,0.3922954346179962,0.8958,0.41025978393554685,0.8900333333333333
39,0.3885853565216064,0.8955,0.4063953883488973,0.8904333333333333
40,0.38500508060455324,0.8971,0.4027151993751526,0.89125
41,0.38157893838882445,0.8979,0.3991179728507996,0.8919833333333334
42,0.37838469173908235,0.8985,0.39573626505533854,0.8926
43,0.37523933172225954,0.8993,0.3924997080008189,0.8931
44,0.3723458331823349,0.9,0.3894433913230896,0.8936666666666667
45,0.36948729305267336,0.9006,0.3865075045108795,0.8944
46,0.36689297881126404,0.9008,0.383695303440094,0.8948833333333334
47,0.3641609443187714,0.9014,0.3810089009284973,0.8952666666666667
48,0.36163547472953794,0.9018,0.3783579077561696,0.8957
49,0.3592465154409409,0.9025,0.3758109458128611,0.8964
50,0.35691944048404695,0.9031,0.37340980863571166,0.8967666666666667
51,0.3546975662946701,0.903,0.37104073556264244,0.8974833333333333
52,0.35269646263122556,0.903,0.3689230590661367,0.8974333333333333
53,0.35060018105506896,0.9039,0.3666295569260915,0.8982333333333333
54,0.348688618183136,0.9045,0.3644988890012105,0.8987
55,0.34673153698444364,0.9056,0.36241684538523355,0.8993666666666666
56,0.34476346015930176,0.9054,0.3604085237344106,0.8997
57,0.3430046623706818,0.9059,0.35849618268013,0.9002166666666667
58,0.3413320534229279,0.9066,0.3566449899196625,0.90025
59,0.33958321399688723,0.9068,0.3547989770412445,0.90075
60,0.3378867815971375,0.9065,0.3530597880363464,0.9013333333333333
61,0.3362807398319244,0.9072,0.35132035830815633,0.9016666666666666
62,0.3345316231250763,0.9072,0.3496227105617523,0.9021666666666667
63,0.33289278891086577,0.9073,0.34799888259569806,0.9024333333333333
64,0.3314621409893036,0.9076,0.34640464464823406,0.9027333333333334
65,0.3301963290452957,0.9085,0.34487812906901044,0.9031
66,0.3287450777292252,0.9086,0.34334487241109213,0.90345
67,0.3273770393371582,0.9085,0.3418393421173096,0.90405
68,0.32594108033180236,0.9088,0.3403957847913106,0.9044
69,0.32468427126407623,0.9088,0.3389969093163808,0.9047166666666666
70,0.3233392098903656,0.9094,0.3375968689918518,0.9048333333333334
71,0.3221512071609497,0.9097,0.33625220567385355,0.9053166666666667
72,0.3208723840713501,0.9099,0.3348973750750224,0.9056666666666666
