global-update-round,test-loss,test-accuracy,detection-accuracy,detection-precision,detection-recall
0,2.359261779785156,0.0972,,,
1,2.359261779785156,0.0972,0.28,0.28,1.0
2,2.359261779785156,0.0972,0.28,0.28,1.0
3,2.359261779785156,0.0972,0.28,0.28,1.0
4,2.222363655471802,0.2156,0.53,0.3333333333333333,0.6785714285714286
5,2.0935659854888917,0.3602,0.57,0.3584905660377358,0.6785714285714286
6,1.9813375371932984,0.481,0.63,0.3783783783783784,0.5
7,1.8733620193481446,0.548,0.62,0.35294117647058826,0.42857142857142855
8,1.7689054552078247,0.5887,0.69,0.44,0.39285714285714285
9,1.6706482942581178,0.6272,0.65,0.37037037037037035,0.35714285714285715
10,1.5928744913101196,0.6528,0.59,0.2903225806451613,0.32142857142857145
11,1.5084404012680053,0.6791,0.65,0.3870967741935484,0.42857142857142855
12,1.4398764097213745,0.6923,0.64,0.3181818181818182,0.25
13,1.3827032127380372,0.7055,0.64,0.2777777777777778,0.17857142857142858
14,1.3196100624084472,0.7231,0.68,0.375,0.21428571428571427
15,1.2655342607498168,0.7356,0.65,0.29411764705882354,0.17857142857142858
16,1.2019050914764404,0.7483,0.74,0.5625,0.32142857142857145
17,1.1444489906311035,0.7633,0.67,0.42424242424242425,0.5
18,1.1060262052536012,0.7797,0.62,0.3076923076923077,0.2857142857142857
19,1.0682338066101074,0.7904,0.65,0.3333333333333333,0.25
20,1.0392252763748169,0.7972,0.64,0.2777777777777778,0.17857142857142858
21,1.0067860285758972,0.8039,0.67,0.3076923076923077,0.14285714285714285
22,0.9755738905906677,0.8057,0.67,0.38095238095238093,0.2857142857142857
23,0.9401590696334838,0.8101,0.6,0.3333333333333333,0.42857142857142855
24,0.914031782913208,0.8151,0.55,0.3023255813953488,0.4642857142857143
25,0.8908087659835815,0.8169,0.54,0.275,0.39285714285714285
26,0.8681172765731812,0.8204,0.58,0.3157894736842105,0.42857142857142855
27,0.843539559173584,0.8254,0.68,0.4230769230769231,0.39285714285714285
28,0.8181314153671264,0.8313,0.72,0.5,0.42857142857142855
29,0.8020139492988586,0.8326,0.66,0.375,0.32142857142857145
30,0.7856779953002929,0.8347,0.72,0.5,0.35714285714285715
31,0.7707218375205994,0.8362,0.68,0.43333333333333335,0.4642857142857143
32,0.7529199951171875,0.8369,0.71,0.4827586206896552,0.5
33,0.7427892456054688,0.8411,0.66,0.38461538461538464,0.35714285714285715
34,0.7311068301200867,0.8436,0.69,0.44,0.39285714285714285
35,0.7150985368728637,0.8466,0.75,0.5714285714285714,0.42857142857142855
36,0.7063921991348266,0.8484,0.68,0.4,0.2857142857142857
37,0.6982365112304687,0.8519,0.65,0.29411764705882354,0.17857142857142858
38,0.6898478715419769,0.8523,0.71,0.4666666666666667,0.25
39,0.683827547454834,0.8545,0.62,0.3076923076923077,0.2857142857142857
40,0.6838383594036103,0.8543,0.62,0.2222222222222222,0.14285714285714285
41,0.6810829777240753,0.8558,0.66,0.3125,0.17857142857142858
42,0.6790387308120728,0.8587,0.6,0.22727272727272727,0.17857142857142858
43,0.6785601287841797,0.8601,0.58,0.26666666666666666,0.2857142857142857
44,0.676613111782074,0.8621,0.65,0.3333333333333333,0.25
45,0.6695775139808655,0.8623,0.65,0.3157894736842105,0.21428571428571427
46,0.6628935685157776,0.8634,0.62,0.2727272727272727,0.21428571428571427
47,0.662625617313385,0.8633,0.57,0.17391304347826086,0.14285714285714285
48,0.6564438685894013,0.865,0.61,0.21052631578947367,0.14285714285714285
49,0.6550481941223144,0.8654,0.64,0.0,0.0
50,0.653436915397644,0.8663,0.63,0.09090909090909091,0.03571428571428571
51,0.6508820362091065,0.8672,0.65,0.1111111111111111,0.03571428571428571
52,0.6483206374168397,0.8673,0.65,0.1111111111111111,0.03571428571428571
53,0.6444029360294342,0.8673,0.67,0.2222222222222222,0.07142857142857142
54,0.643577302789688,0.8695,0.68,0.3,0.10714285714285714
55,0.6369344133377075,0.8692,0.71,0.4444444444444444,0.14285714285714285
56,0.6349351298332214,0.8689,0.67,0.2727272727272727,0.10714285714285714
57,0.6346855927467346,0.8695,0.67,0.14285714285714285,0.03571428571428571
58,0.6331210587501526,0.8714,0.62,0.14285714285714285,0.07142857142857142
59,0.6306857949256897,0.8711,0.65,0.23076923076923078,0.10714285714285714
60,0.6275226032733917,0.8699,0.65,0.18181818181818182,0.07142857142857142
61,0.6212892663955688,0.8716,0.65,0.34782608695652173,0.2857142857142857
62,0.6216316163539887,0.8706,0.6,0.16666666666666666,0.10714285714285714
63,0.6204336071014405,0.8716,0.61,0.23809523809523808,0.17857142857142858
64,0.6151888751506805,0.8728,0.66,0.36363636363636365,0.2857142857142857
65,0.6114838594913483,0.8731,0.64,0.2777777777777778,0.17857142857142858
66,0.6122722648620605,0.8756,0.61,0.13333333333333333,0.07142857142857142
67,0.613419288110733,0.8746,0.64,0.16666666666666666,0.07142857142857142
68,0.6047647205352783,0.8765,0.62,0.3333333333333333,0.35714285714285715
69,0.6012417325019837,0.8769,0.65,0.34782608695652173,0.2857142857142857
70,0.5983324582099915,0.8791,0.61,0.2608695652173913,0.21428571428571427
71,0.5951520322799683,0.8786,0.65,0.3333333333333333,0.25
72,0.5962434520721436,0.8774,0.6,0.2,0.14285714285714285
73,0.5959055896759033,0.8788,0.6,0.2,0.14285714285714285
74,0.5984358654975891,0.8798,0.58,0.1111111111111111,0.07142857142857142
75,0.5918000779151916,0.8807,0.62,0.2916666666666667,0.25
76,0.5873663064002991,0.8789,0.65,0.26666666666666666,0.14285714285714285
77,0.5845112986087799,0.8806,0.64,0.2777777777777778,0.17857142857142858
78,0.5824700536251068,0.8817,0.65,0.26666666666666666,0.14285714285714285
79,0.5789971898555756,0.8805,0.69,0.3333333333333333,0.10714285714285714
80,0.5774474016189575,0.8811,0.59,0.19047619047619047,0.14285714285714285
81,0.5777874771118164,0.8816,0.63,0.23529411764705882,0.14285714285714285
82,0.5764836376667023,0.8819,0.64,0.25,0.14285714285714285
83,0.5784580944061279,0.8821,0.63,0.23529411764705882,0.14285714285714285
84,0.5738791211605072,0.8822,0.63,0.2,0.10714285714285714
85,0.5764889135360718,0.883,0.59,0.06666666666666667,0.03571428571428571
86,0.5733194275379181,0.8832,0.67,0.38095238095238093,0.2857142857142857
87,0.5649827485561371,0.8832,0.64,0.3333333333333333,0.2857142857142857
88,0.5678760174751282,0.8828,0.55,0.28205128205128205,0.39285714285714285
89,0.5727751961708069,0.8841,0.56,0.23333333333333334,0.25
90,0.5680466469287873,0.8846,0.63,0.32,0.2857142857142857
91,0.5611777201652527,0.8835,0.63,0.3333333333333333,0.32142857142857145
92,0.5595700297832489,0.8821,0.64,0.35714285714285715,0.35714285714285715
93,0.5620998440742493,0.8822,0.57,0.3333333333333333,0.5357142857142857
94,0.5559806190013885,0.8837,0.6,0.3333333333333333,0.42857142857142855
95,0.5530565277099609,0.8844,0.65,0.3333333333333333,0.25
96,0.5523216605663299,0.8852,0.66,0.3125,0.17857142857142858
97,0.5502736995697022,0.8855,0.65,0.18181818181818182,0.07142857142857142
98,0.5486416025161743,0.8837,0.74,0.625,0.17857142857142858
99,0.545710498714447,0.8839,0.72,0.5,0.17857142857142858
100,0.5425284162521362,0.8845,0.65,0.26666666666666666,0.14285714285714285
