global-update-round,test-loss,test-accuracy,detection-accuracy,detection-precision,detection-recall
0,2.348967936706543,0.1371,,,
1,2.348967936706543,0.1371,0.28,0.28,1.0
2,2.348967936706543,0.1371,0.28,0.28,1.0
3,2.348967936706543,0.1371,0.28,0.28,1.0
4,2.182971272277832,0.2799,0.98,1.0,0.9285714285714286
5,2.0251672161102294,0.4145,1.0,1.0,1.0
6,1.8768217235565186,0.5028,0.99,1.0,0.9642857142857143
7,1.7403314640045167,0.5603,0.99,1.0,0.9642857142857143
8,1.6245953468322754,0.6188,0.97,0.9629629629629629,0.9285714285714286
9,1.5409605430603028,0.6627,0.97,1.0,0.8928571428571429
10,1.4857221633911133,0.6936,0.96,1.0,0.8571428571428571
11,1.459645718383789,0.7184,0.95,1.0,0.8214285714285714
12,1.435967367553711,0.74,0.95,1.0,0.8214285714285714
13,1.4416507568359376,0.7496,0.93,1.0,0.75
14,1.4288383308410644,0.7489,0.94,1.0,0.7857142857142857
15,1.4200778701782226,0.7563,0.94,1.0,0.7857142857142857
16,1.3825210876464844,0.7639,0.95,0.96,0.8571428571428571
17,1.3582201805114746,0.7666,0.95,0.96,0.8571428571428571
18,1.379833957862854,0.7706,0.94,1.0,0.7857142857142857
19,1.4188035051345824,0.7743,0.92,1.0,0.7142857142857143
20,1.4232594917297363,0.7821,0.94,1.0,0.7857142857142857
21,1.446205511856079,0.7846,0.92,0.9545454545454546,0.75
22,1.5490343276977538,0.7748,0.87,0.9411764705882353,0.5714285714285714
23,1.5490343276977538,0.7748,0.87,0.9411764705882353,0.5714285714285714
24,1.624395796585083,0.7696,0.86,0.85,0.6071428571428571
25,1.6866052768707276,0.764,0.85,0.8095238095238095,0.6071428571428571
26,1.6781050243377686,0.7427,0.91,0.9130434782608695,0.75
27,1.6708162147521972,0.7335,0.89,0.84,0.75
28,1.744491697883606,0.7281,0.83,0.7894736842105263,0.5357142857142857
29,1.7777679447174073,0.7207,0.86,0.85,0.6071428571428571
30,1.8540204368591309,0.6957,0.81,0.7368421052631579,0.5
31,1.9333694007873534,0.693,0.81,0.8,0.42857142857142855
32,1.9718090518951417,0.6616,0.8,0.6818181818181818,0.5357142857142857
33,1.999548494720459,0.6331,0.83,0.7619047619047619,0.5714285714285714
34,2.017206699371338,0.627,0.85,0.8421052631578947,0.5714285714285714
35,2.0422020315170286,0.6095,0.85,0.9333333333333333,0.5
36,2.069239850616455,0.6082,0.84,0.875,0.5
37,2.0875170082092285,0.5498,0.84,0.8333333333333334,0.5357142857142857
38,2.0840978679656983,0.5454,0.87,0.8260869565217391,0.6785714285714286
39,2.0592176010131835,0.5376,0.86,0.7333333333333333,0.7857142857142857
40,2.0502370552062987,0.491,0.85,0.7407407407407407,0.7142857142857143
41,2.045859641647339,0.4834,0.84,0.7142857142857143,0.7142857142857143
42,2.034270819473267,0.5145,0.82,0.6470588235294118,0.7857142857142857
43,2.0295054388046263,0.4884,0.83,0.6896551724137931,0.7142857142857143
44,2.0254866176605226,0.4908,0.85,0.76,0.6785714285714286
45,2.027203537750244,0.5148,0.86,0.7916666666666666,0.6785714285714286
46,2.049207625579834,0.4859,0.81,0.7142857142857143,0.5357142857142857
47,2.060333065032959,0.4976,0.86,0.85,0.6071428571428571
48,2.0643502212524414,0.4439,0.87,0.8260869565217391,0.6785714285714286
