global-update-round,test-loss,test-accuracy,detection-accuracy,detection-precision,detection-recall,attack-success-rate
0,2.3320781806945803,0.08,,,,0.0013
1,2.180883519744873,0.2701,0.67,0.41379310344827586,0.42857142857142855,0.0245
2,2.024180275917053,0.495,0.77,0.6666666666666666,0.35714285714285715,0.061
3,1.8672245767593383,0.5949,0.77,0.6923076923076923,0.32142857142857145,0.0942
4,1.7160473064422608,0.6544,0.73,0.5384615384615384,0.25,0.1131
5,1.5762920921325683,0.6837,0.81,0.7368421052631579,0.5,0.1154
6,1.43963073387146,0.7068,0.76,0.7,0.25,0.1231
7,1.3197856342315675,0.7257,0.76,1.0,0.14285714285714285,0.1238
8,1.2128153928756713,0.7372,0.78,1.0,0.21428571428571427,0.1229
9,1.1234577657699585,0.7467,0.77,1.0,0.17857142857142858,0.1208
10,1.0427513303756715,0.7601,0.77,0.8571428571428571,0.21428571428571427,0.1173
11,0.9776218667984009,0.7726,0.75,1.0,0.10714285714285714,0.1151
12,0.9207258687973022,0.7824,0.75,1.0,0.10714285714285714,0.1161
13,0.8688836691856384,0.7925,0.74,1.0,0.07142857142857142,0.1129
14,0.8233155821800232,0.8004,0.75,1.0,0.10714285714285714,0.1124
15,0.784679808139801,0.808,0.77,1.0,0.17857142857142858,0.1109
16,0.7502126909255982,0.818,0.74,1.0,0.07142857142857142,0.1091
17,0.7207489330291748,0.8266,0.74,1.0,0.07142857142857142,0.1085
18,0.6931073859214782,0.8305,0.74,1.0,0.07142857142857142,0.1072
19,0.669076249885559,0.8345,0.75,1.0,0.10714285714285714,0.1074
20,0.6471128502368927,0.8391,0.73,1.0,0.03571428571428571,0.1072
21,0.6287940710067749,0.8434,0.73,1.0,0.03571428571428571,0.1065
22,0.6135864954948426,0.844,0.74,1.0,0.07142857142857142,0.1073
23,0.5966950086593628,0.8473,0.73,1.0,0.03571428571428571,0.1072
24,0.5828641091346741,0.8502,0.74,1.0,0.07142857142857142,0.1072
25,0.568259161567688,0.8539,0.73,1.0,0.03571428571428571,0.1067
26,0.5567537623405456,0.8558,0.74,1.0,0.07142857142857142,0.1061
27,0.5443261025905609,0.8574,0.76,1.0,0.14285714285714285,0.1067
28,0.5330273270606994,0.862,0.74,1.0,0.07142857142857142,0.1054
29,0.5241172103404999,0.8629,0.74,1.0,0.07142857142857142,0.1046
30,0.5165651314735412,0.8613,0.76,1.0,0.14285714285714285,0.1056
31,0.5071267489433289,0.8643,0.75,1.0,0.10714285714285714,0.1063
32,0.4995013977050781,0.8653,0.74,1.0,0.07142857142857142,0.1071
33,0.4908451598167419,0.8681,0.75,1.0,0.10714285714285714,0.1061
34,0.48538268604278567,0.8677,0.73,1.0,0.03571428571428571,0.1066
35,0.4797716847896576,0.8695,0.73,1.0,0.03571428571428571,0.1075
36,0.4742344829559326,0.8709,0.73,1.0,0.03571428571428571,0.107
37,0.46818240146636964,0.8736,0.75,1.0,0.10714285714285714,0.1072
38,0.4642955310344696,0.8725,0.74,1.0,0.07142857142857142,0.1077
39,0.45749226655960085,0.8735,0.74,0.75,0.10714285714285714,0.106
