global-update-round,test-loss,test-accuracy,detection-accuracy,detection-precision,detection-recall
0,2.357809797668457,0.1191,,,
1,2.2296989585876466,0.2706,0.76,0.6428571428571429,0.32142857142857145
2,2.1157820652008055,0.3869,0.78,0.875,0.25
3,2.011618221473694,0.4919,0.74,1.0,0.07142857142857142
4,1.9029822351455687,0.5777,0.77,1.0,0.17857142857142858
5,1.7907221298217773,0.6456,0.77,1.0,0.17857142857142858
6,1.6869098123550414,0.6883,0.75,1.0,0.10714285714285714
7,1.586459453201294,0.7228,0.75,1.0,0.10714285714285714
8,1.4901108322143555,0.7491,0.74,1.0,0.07142857142857142
9,1.401463697052002,0.7559,0.75,1.0,0.10714285714285714
10,1.3323174884796143,0.7687,0.72,0.5,0.03571428571428571
11,1.2695364221572876,0.78,0.72,0,0.0
12,1.206327116203308,0.7855,0.73,1.0,0.03571428571428571
13,1.1547592551231385,0.7917,0.73,1.0,0.03571428571428571
14,1.0991929155349731,0.8017,0.77,0.8571428571428571,0.21428571428571427
15,1.0492897556304932,0.8094,0.77,1.0,0.17857142857142858
16,1.0145598876953126,0.8133,0.75,1.0,0.10714285714285714
17,0.9784015941619874,0.8195,0.77,1.0,0.17857142857142858
18,0.9464582708358764,0.8221,0.75,1.0,0.10714285714285714
19,0.9138212892532349,0.8238,0.79,1.0,0.25
20,0.8869281627655029,0.8295,0.73,0.6666666666666666,0.07142857142857142
21,0.8645035650253295,0.8323,0.75,1.0,0.10714285714285714
22,0.8470290811538697,0.835,0.72,0,0.0
23,0.8254872313499451,0.8365,0.74,1.0,0.07142857142857142
24,0.8080899755477905,0.838,0.75,1.0,0.10714285714285714
25,0.788020261001587,0.8388,0.75,1.0,0.10714285714285714
26,0.7726831848144531,0.8403,0.75,1.0,0.10714285714285714
27,0.7570438845634461,0.8434,0.76,0.8333333333333334,0.17857142857142858
28,0.742507846736908,0.8466,0.78,1.0,0.21428571428571427
29,0.728792611694336,0.8494,0.74,0.75,0.10714285714285714
30,0.7144394360542298,0.8512,0.77,0.8571428571428571,0.21428571428571427
31,0.7028235795021057,0.8523,0.76,0.8333333333333334,0.17857142857142858
32,0.6937248224258423,0.853,0.76,1.0,0.14285714285714285
33,0.6834186169147491,0.8539,0.76,1.0,0.14285714285714285
34,0.6758101745128632,0.8551,0.75,1.0,0.10714285714285714
35,0.6689886796951294,0.8567,0.73,1.0,0.03571428571428571
36,0.6618285640239716,0.8578,0.74,1.0,0.07142857142857142
37,0.6543852013587952,0.8598,0.75,1.0,0.10714285714285714
38,0.6513480583190918,0.8593,0.72,0,0.0
39,0.6476754663944244,0.8598,0.74,1.0,0.07142857142857142
40,0.6431391406059265,0.8616,0.73,1.0,0.03571428571428571
41,0.6370607531547546,0.8627,0.74,1.0,0.07142857142857142
42,0.6348929037570953,0.8622,0.72,0,0.0
