global-update-round,test-loss,test-accuracy,detection-accuracy,detection-precision,detection-recall
0,0.905814285601379,0.22424076856531439,,,
1,0.6383029168482465,0.713927969767336,0.7333333333333333,0.6666666666666666,0.15384615384615385
2,0.5833337296880736,0.7697946546464508,0.7555555555555555,0.75,0.23076923076923078
3,0.5521808912241355,0.7849109866593816,0.7555555555555555,1.0,0.15384615384615385
4,0.5331924464355992,0.7963392979101216,0.7333333333333333,1.0,0.07692307692307693
5,0.5373377665162917,0.8021672813367937,0.7333333333333333,1.0,0.07692307692307693
6,0.5312868563012826,0.8063561444247143,0.7333333333333333,1.0,0.07692307692307693
7,0.53653765951399,0.8067659245094022,0.7111111111111111,0,0.0
8,0.5293098834945775,0.8101807585484678,0.7333333333333333,1.0,0.07692307692307693
9,0.5347458712147032,0.8117288166461777,0.7111111111111111,0,0.0
10,0.5295476853095763,0.8137777170696171,0.7111111111111111,0,0.0
11,0.5447148638866272,0.8119564722487821,0.7111111111111111,0,0.0
12,0.5419044656158226,0.8139143104311797,0.7111111111111111,0,0.0
13,0.5406799305116566,0.8137777170696171,0.7111111111111111,0,0.0
14,0.523639741135182,0.8186040158448299,0.7111111111111111,0,0.0
15,0.5200425115747812,0.8186950780858717,0.7111111111111111,0,0.0
16,0.525546220288665,0.8196512316168101,0.7111111111111111,0,0.0
17,0.5274844008738707,0.8182852980011838,0.7111111111111111,0,0.0
18,0.5240550118272532,0.818558484724309,0.7111111111111111,0,0.0
19,0.5264962785193944,0.8195601693757684,0.7111111111111111,0,0.0
20,0.5143056101026754,0.8210626963529573,0.7111111111111111,0,0.0
21,0.5187060018274642,0.8203797295451442,0.7111111111111111,0,0.0
22,0.5249153644026984,0.8204707917861859,0.7111111111111111,0,0.0
23,0.5192412744751449,0.8197878249783728,0.7111111111111111,0,0.0
24,0.531972934198538,0.818558484724309,0.7111111111111111,0,0.0
25,0.5421241274276446,0.8171925511086828,0.7111111111111111,0,0.0
26,0.530694281648364,0.8229750034148341,0.7111111111111111,0,0.0
27,0.5200749717600895,0.823703501343168,0.7333333333333333,1.0,0.07692307692307693
28,0.49880049012970124,0.8251149660793152,0.7555555555555555,1.0,0.15384615384615385
29,0.4874252957116221,0.824477530392023,0.7555555555555555,1.0,0.15384615384615385
30,0.4952206349582374,0.8232481901379592,0.7111111111111111,0,0.0
31,0.5101575095465843,0.8229294722943131,0.7333333333333333,1.0,0.07692307692307693
32,0.5213937393353132,0.821882256522333,0.7111111111111111,0,0.0
33,0.5127730280770167,0.8237490324636889,0.7333333333333333,1.0,0.07692307692307693
34,0.5225740895703131,0.8155534307699313,0.7111111111111111,0,0.0
35,0.5175226002515017,0.8211082274734781,0.7111111111111111,0,0.0
